Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
7-Feb-14,326.225,327.3,321.5,323.95,647.9492259,109032,2139,70647200,70756,64.89,11.6,-4.55,
10-Feb-14,323.775,324.875,318.425,321.875,643.4949479,90557,1836,58272972,41252,45.55,12.9,-3.8,
11-Feb-14,322,323.4,320.275,322.55,644.9594038,37639,958,24275627,16192,43.02,6.25,1.1,
12-Feb-14,323.5,326.3,321.75,322.825,645.9751223,298259,3096,192667894,234798,78.72,9.1,-1.35,
13-Feb-14,324,324,316.075,316.625,636.2714485,34338,1354,21848289,10829,31.54,15.85,-14.75,
14-Feb-14,317.5,322.35,314.8,320.875,637.7829457,54567,2344,34801902,17786,32.59,15.1,6.75,
17-Feb-14,323.1,326.5,320.75,325.275,648.7592808,108450,3186,70357944,47767,44.05,11.5,4.35,
18-Feb-14,325.3,332.45,323.125,330.275,660.8104064,83468,3666,55156523,36387,43.59,18.65,9.95,
19-Feb-14,330,336.35,327.7,334.675,664.5065555,64297,2124,42725778,20010,31.12,17.3,9.35,
20-Feb-14,334,334,330.625,331.375,663.1375459,75473,1447,50048980,42662,56.53,6.75,-5.25,
21-Feb-14,331.725,334.9,330.6,332.4,664.8975283,132661,2013,88205971,92433,69.68,8.6,1.35,
24-Feb-14,332,336.75,328,335.1,667.9958383,178292,2728,119098314,101354,56.85,17.5,6.2,
25-Feb-14,336,338,333.275,335.4,671.6180713,101354,1733,68071178,52187,51.49,9.45,-1.2,
26-Feb-14,334.7,339.425,334.7,338.2,674.5947093,45930,1464,30984135,23003,50.08,9.45,7,
28-Feb-14,340,341.075,332.5,333.75,667.9703523,264135,10095,176434349,152980,57.92,17.15,-12.5,
3-Mar-14,333,336.275,331.675,333.075,667.6181571,45668,1738,30488786,13183,28.87,9.2,0.15,
4-Mar-14,330.575,335.95,330.575,335.225,669.0356347,58819,1599,39352007,24512,41.67,10.75,9.3,
5-Mar-14,336.25,337,331.525,334.55,667.6152228,56573,1824,37768996,16515,29.19,10.95,-3.4,
6-Mar-14,335.5,338.7,334.075,337.75,673.3385114,76284,2092,51364955,28348,37.16,9.25,4.5,
7-Mar-14,338.1,357.425,338.1,355.675,701.2957631,377826,10522,264967773,184430,48.81,38.65,35.15,
10-Mar-14,352.5,368.85,351.5,367.175,725.9608951,474237,10316,344277517,242559,51.15,34.7,29.35,
11-Mar-14,367.6,370,360,362.675,726.151794,450380,5003,327044245,337121,74.85,20,-9.85,
12-Mar-14,362.35,366.375,356.925,362.775,724.7770041,114603,2791,83061619,56654,49.44,18.9,0.85,
13-Mar-14,366.375,374.625,364.5,371.125,741.9836226,193682,5172,143708872,90479,46.72,20.25,9.5,
14-Mar-14,368.5,369.5,362.05,365.85,731.0930307,348057,4058,254462047,255103,73.29,14.9,-5.3,
18-Mar-14,366.025,372.15,364.075,366.875,734.5534447,209188,2794,153659766,144826,69.23,16.15,1.7,
19-Mar-14,369,371.55,367.5,368.9,737.554719,178110,2382,131365871,126969,71.29,8.1,-0.2,
20-Mar-14,368.875,369,363.975,365.4,731.6540771,65107,1266,47635802,37182,57.11,10.05,-6.95,
21-Mar-14,367.5,368.575,365.75,366.925,734.2378395,266087,2300,195371144,219626,82.54,5.65,-1.15,
22-Mar-14,366.775,367.025,364.95,365.975,731.9675174,5603,212,4101214,2351,41.96,4.15,-1.6,
24-Mar-14,369.95,376.45,367,375.225,747.7174259,565526,6976,422853645,415704,73.51,18.9,10.55,
25-Mar-14,375.875,380.25,373.9,374.8,754.0462644,128198,2810,96667223,47739,37.24,12.7,-2.15,
26-Mar-14,375.775,377.9,372,373,746.4724197,194124,3041,144908212,113323,58.38,11.8,-5.55,
27-Mar-14,375,380,371.125,373.475,750.1916596,175003,4065,131285791,78306,44.75,17.75,-3.05,
28-Mar-14,374.85,376.575,367.75,372.475,741.353986,516464,4391,382882645,157916,30.58,17.65,-4.75,
31-Mar-14,373.975,376.5,371.525,374.425,749.3416648,876315,4452,656659341,50570,5.77,9.95,0.9,
1-April-2014,376.5,377,366.25,369.05,738.1474652,327440,6998,241699006,207873,63.48,21.5,-14.9,
2-April-2014,372.5,373,360.55,365.275,728.713018,280021,7018,204054948,160067,57.16,24.9,-14.45,
3-April-2014,368.25,369.075,363,364.2,731.0577198,78344,2068,57273986,25352,32.36,12.15,-8.1,
4-April-2014,364,366.45,360.5,362.9,726.5524503,115433,2125,83868129,68217,59.1,11.9,-2.2,
7-April-2014,363.5,367.5,361.575,362.675,728.0794709,92386,2247,67264350,60896,32.96,11.85,-1.65,
9-April-2014,363,373.225,361.25,371.05,731.3258197,243469,5451,178055166,159369,32.73,23.95,16.1,
10-April-2014,372.175,374.2,368.075,369.425,743.2508971,192286,6060,142916742,105961,55.11,12.25,-5.5,
11-April-2014,368.5,372.075,367,368.925,738.9053407,65984,2974,48755930,19016,28.82,10.15,0.85,
15-April-2014,368.95,368.95,359.45,361.7,724.2810952,71876,3885,52058428,15961,22.21,19,-14.5,
16-April-2014,362,365.675,360.675,362.625,726.3974235,78712,3349,57176194,26045,33.09,10,1.25,
17-April-2014,357.5,360.35,353.75,359.275,714.4925655,177079,12116,126521629,53754,30.36,13.2,3.55,
21-April-2014,360.55,363.525,356.525,358.3,717.871635,106166,5830,76213560,39377,37.09,14,-4.5,
22-April-2014,360.175,364.325,359.25,363.175,724.8251508,378755,13490,274531150,133117,35.15,10.15,6,
23-April-2014,363.25,369.525,361.75,367.125,730.7626229,238397,9369,174211617,78835,33.07,15.55,7.75,
25-April-2014,366.5,368.75,362.5,363.125,728.9045116,197668,5652,144081097,41216,20.85,12.5,-6.75,
28-April-2014,363,364.5,360.525,362.65,725.2989213,143138,6112,103817837,58531,40.89,7.95,-0.7,
29-April-2014,362.6,363.725,356.175,357.95,717.735992,171616,10202,123174980,80325,46.81,15.1,-9.3,
30-April-2014,358.125,364.2,356,359.125,721.3233656,261846,7160,188875638,149745,57.19,16.4,2,
2-May-14,362.125,364.2,357.85,358.425,720.0332181,86790,3985,62491683,35503,40.91,12.7,-7.4,
5-May-14,360.7,361.425,357.225,358.45,718.0496058,69246,4116,49722063,34088,49.23,8.4,-4.5,
6-May-14,358.6,361.775,357.25,359.85,718.0028843,59633,2682,42816666,25283,42.4,9.05,2.5,
7-May-14,357.5,363.35,356.1,358.025,719.5102045,50076,3146,36030193,14215,28.39,14.5,1.05,
8-May-14,358.775,361.5,357.9,359.525,719.6810201,56270,2911,40496451,17051,30.3,7.2,1.5,
9-May-14,359.65,380,359.65,378.6,744.6290337,241437,12588,179781000,115932,48.02,40.7,37.9,
12-May-14,377.5,397.2,377.425,395.975,782.706039,309837,13304,242511291,131325,42.39,39.55,36.95,
13-May-14,399.95,400.2,391.275,393.6,788.6864665,265541,11078,209428593,121167,45.63,17.85,-12.7,
14-May-14,393,397.5,387,387.625,782.3111703,119854,6000,93763123,42340,35.33,21,-10.75,
15-May-14,385,395.175,383.675,394.05,783.8446436,255799,7135,200506676,162997,63.72,23,18.1,
16-May-14,396.5,426.175,394.15,402.35,834.1490353,789041,30570,658177789,237851,30.14,64.05,11.7,
19-May-14,406.5,417.225,404.125,405.9,820.9021971,184330,8872,151316902,53415,28.98,26.2,-1.2,
20-May-14,409.5,410.55,402.05,407.825,815.8751894,153753,6335,125443258,55141,35.86,17,-3.35,
21-May-14,407.5,407.5,402.7,404.925,809.5583309,73023,3792,59116378,20034,27.44,9.6,-5.15,
22-May-14,404.525,406.05,399.175,401.3,801.8291426,98749,5239,79179826,28638,29,13.75,-6.45,
23-May-14,400.25,401,391.425,394.75,791.0533796,203411,8494,160908959,75426,37.08,19.15,-11,
26-May-14,396.575,402,395,399.15,798.1073181,139641,6728,111448504,60351,43.22,14,5.15,
27-May-14,399,405.525,393.95,402.425,801.3404128,251054,9933,201179716,119985,47.79,23.15,6.85,
28-May-14,401,413.2,400.175,411.7,819.2178195,164696,6924,134921898,57426,34.87,26.05,21.4,
29-May-14,411.7,415.25,403.75,405.275,815.2135124,209290,6008,170616036,110466,52.78,23,-12.85,
30-May-14,406.025,409.375,390.55,397.05,799.7751036,371700,11237,297276406,104653,28.16,37.65,-17.95,
2-Jun-14,397.5,411.1,397.5,409.975,811.5678987,113603,5265,92196548,36307,31.96,27.2,24.95,
3-Jun-14,410.5,413.75,407.05,412.275,821.2616832,93189,4973,76532555,29079,31.2,13.4,3.55,
4-Jun-14,413.4,414.75,406.6,408.275,817.809198,186476,3119,152501788,142233,76.27,16.3,-10.25,
5-Jun-14,407,407.725,400.5,402.45,805.0866244,179753,6035,144716736,81525,45.35,14.45,-9.1,
6-Jun-14,406.4,410.475,400.625,407.475,808.9583108,265009,10765,214381233,71696,27.05,19.7,2.15,
9-Jun-14,411.5,415,407.625,410.025,823.2161429,175458,6161,144439858,59750,34.05,14.75,-2.95,
10-Jun-14,410.625,411.1,405.15,408.725,815.8175665,181732,4902,148260158,97154,53.46,11.9,-3.8,
11-Jun-14,407.5,415,405,410.225,819.7321507,127064,5425,104158446,29996,23.61,20,5.45,
12-Jun-14,410.8,422.5,406.925,419.95,835.571595,253216,8996,211580097,100967,39.87,31.15,18.3,
13-Jun-14,424,428,416,417.775,844.9448675,208534,9320,176199733,47133,22.6,24,-12.45,
16-Jun-14,419.725,421.45,415.6,419.55,836.3877551,125930,5626,105326310,36867,29.28,11.7,-0.35,
17-Jun-14,418.95,424.5,413.9,423.225,835.18755,197398,10107,164864352,63429,32.13,21.2,8.55,
18-Jun-14,423.5,425.8,414.95,417,838.0303525,131159,5623,109915223,40983,31.25,21.7,-13,
19-Jun-14,418.5,420.025,410.925,412.825,829.882557,104953,7013,87098664,31383,29.9,18.2,-11.35,
20-Jun-14,415.575,415.825,409.5,411.75,824.5885508,145408,4343,119901772,61559,42.34,12.65,-7.65,
23-Jun-14,411,413.05,407.8,410.7,820.2960574,111931,4206,91816558,42322,37.81,10.5,-0.6,
24-Jun-14,411.1,416.2,411.1,414.4,828.4245009,200499,5322,166098284,72562,36.19,10.2,6.6,
25-Jun-14,417.45,417.45,411.525,412.025,828.6405445,101089,4037,83766444,40323,39.89,11.85,-10.85,
26-Jun-14,410.25,413.325,404.725,406.325,818.2473091,224371,7288,183590967,117451,52.35,17.2,-7.85,
27-Jun-14,409,410.475,407.025,407.7,816.922875,187851,4796,153459779,95961,51.08,6.9,-2.6,
30-Jun-14,410,416.15,410,410.675,823.6144013,145029,4557,119447973,66853,46.1,12.3,1.35,
1-Jul-14,412.6,413.7,407.675,411.55,820.4558578,145190,5811,119121986,45811,31.55,12.05,-2.1,
2-Jul-14,413.675,420.95,412.5,419.65,835.0465163,109252,5140,91230502,34995,32.03,16.9,11.95,
3-Jul-14,421.5,422.125,416.075,418.6,835.1725939,56491,1593,47179735,35344,62.57,12.1,-5.8,
4-Jul-14,420,429.125,417.5,428.175,847.7874469,214290,6157,181672372,125870,58.74,23.25,16.35,
7-Jul-14,430,430.5,418.1,420.025,846.6840845,190380,6685,161191716,79763,41.9,24.8,-19.95,
8-Jul-14,420.525,424,410.5,415.075,837.3953376,111788,4726,93610750,27850,24.91,27,-10.9,
9-Jul-14,413,417.575,409.5,415.175,827.7443997,116780,5042,96663991,19914,17.05,16.15,4.35,
10-Jul-14,416,423.95,406.5,412.475,829.1148199,187424,8755,155396016,29349,15.66,34.9,-7.05,
11-Jul-14,412.5,415.4,404.275,406.075,819.9172793,1667576,6758,1367274377,1562129,93.68,22.25,-12.85,
14-Jul-14,407.5,409.9,404.35,408.225,815.403353,63525,3170,51798498,15406,24.25,11.1,1.45,
15-Jul-14,410.05,414.375,408.5,413.375,822.7703854,87808,5658,72245822,19879,22.64,11.75,6.65,
16-Jul-14,415,418.775,409.275,417.8,826.4195881,146620,7377,121169640,54578,37.22,19,5.6,
17-Jul-14,419,420,414.9,415.675,832.9567756,61655,2882,51355950,19334,31.36,10.2,-6.65,
18-Jul-14,415,418.075,411.25,416.225,829.9210172,102478,4002,85048646,26949,26.3,13.65,2.45,
21-Jul-14,420.075,423.325,412.775,414.025,837.1120504,326621,13357,273418375,109890,33.64,21.1,-12.1,
22-Jul-14,415.95,421,413.7,419.95,836.8631516,129859,5977,108674212,48029,36.99,14.6,8,
23-Jul-14,422.5,423,417.4,417.95,838.7915378,311433,6624,261227365,194956,62.6,11.2,-9.1,
24-Jul-14,420.3,422.75,416.425,421.1,842.1146562,487937,5844,410898899,151956,31.14,12.65,1.6,
25-Jul-14,422.5,424.75,417,417.75,841.6486346,245488,6075,206614640,127112,51.78,15.5,-9.5,
28-Jul-14,418,419,414,414.875,830.4778801,171949,4211,142799841,109882,63.9,10,-6.25,
30-Jul-14,415.15,420.975,413.775,419.375,834.9172493,132023,3845,110228280,72690,55.06,14.4,8.45,
31-Jul-14,419.375,419.825,414.05,416.825,835.303312,166337,4643,138941847,89767,53.97,11.55,-5.1,
1-Aug-14,414.5,414.5,406.35,407.625,819.8312803,131840,5942,108086556,50721,38.47,16.3,-13.75,
4-Aug-14,408.1,411.325,403.575,406.575,813.564161,88574,4351,72060632,29181,32.95,15.5,-3.05,
5-Aug-14,410,411.375,405,409.975,816.1855086,116124,4659,94778726,17258,14.86,12.75,-0.05,
6-Aug-14,409.725,409.8,403.975,404.775,812.032014,78903,3053,64071762,29753,37.71,11.65,-9.9,
7-Aug-14,404.575,409.375,404.575,405.9,813.7206859,49865,2668,40576182,11453,22.97,9.6,2.65,
8-Aug-14,402.5,403.275,397.5,398.15,798.826293,182140,9198,145498221,102181,56.1,11.55,-8.7,
11-Aug-14,401,401.225,396,396.8,796.0805799,74845,2814,59582651,28578,38.18,10.45,-8.4,
12-Aug-14,400.1,404,396.05,403.575,802.6662069,84822,4801,68083753,27121,31.97,15.9,6.95,
13-Aug-14,404.925,407.75,401.575,406.175,810.3351175,83884,4231,67974151,25357,30.23,12.35,2.5,
14-Aug-14,403.5,415.975,403.5,412.875,827.6385681,307726,7994,254685906,141499,45.98,24.95,18.75,
18-Aug-14,415,417.3,411.95,416.125,830.6528614,94046,3909,78119579,32842,34.92,10.7,2.25,
19-Aug-14,419.15,419.15,411.075,412.05,825.8397954,272589,4947,225114844,192126,70.48,16.15,-14.2,
20-Aug-14,416.95,417.725,409.675,410.275,825.5215404,239504,7081,197715711,112442,46.95,16.1,-13.35,
21-Aug-14,410.5,417.35,410.5,415.825,829.1376351,163265,5586,135369156,49316,30.21,13.7,10.65,
22-Aug-14,418.25,424.35,414.3,423.3,840.8576542,180476,7790,151754626,63589,35.23,20.1,10.1,
25-Aug-14,422.5,426.5,420.1,421.7,847.118262,149228,5910,126413764,38427,25.75,12.8,-1.6,
26-Aug-14,422,423.45,419.25,421.25,843.1587314,78573,2971,66249511,22401,28.51,8.4,-1.5,
27-Aug-14,423.45,423.5,417.375,418.3,838.6017718,119198,4082,99959654,52710,44.22,12.25,-10.3,
28-Aug-14,421,422.1,416.775,421.475,839.4143705,122557,3353,102876107,43569,35.55,10.65,0.95,
1-Sep-14,423,424.525,419.5,420.775,843.473773,96675,4072,81542827,28809,29.8,10.05,-4.45,
2-Sep-14,420.075,430.4,419.65,429.25,855.3007633,259124,7397,221628955,119587,46.15,21.5,18.35,
3-Sep-14,431,431.9,425.95,428.325,858.6889376,239325,6764,205505730,101423,42.38,11.9,-5.35,
4-Sep-14,427.5,429.7,424.425,425.95,854.2748474,256335,4601,218980543,123949,48.35,10.55,-3.1,
5-Sep-14,427.525,427.975,422.4,424.375,848.9865849,75661,3725,64235174,18268,24.14,11.15,-6.3,
8-Sep-14,424.5,433.825,424.5,432,861.206274,299490,6380,257922667,174490,58.26,18.65,15,
9-Sep-14,432.5,434.75,429.25,432.7,864.715674,221967,6119,191938344,128684,57.97,11,0.4,
10-Sep-14,431,431.575,427.025,428.525,857.7781003,118504,2992,101650136,68065,57.44,9.1,-4.95,
11-Sep-14,428.5,431.65,426.5,427.45,856.0480557,121921,3107,104370235,64949,53.27,10.3,-2.1,
12-Sep-14,426.325,428.95,424.475,427.675,854.8609273,161412,2905,137984812,113595,70.38,8.95,2.7,
15-Sep-14,427.475,432.45,425.5,429.875,860.8768996,197538,4433,170055901,101517,51.39,13.9,4.8,
16-Sep-14,430.5,430.825,423.525,425.075,853.5799157,268389,4704,229091460,164863,61.43,14.6,-10.85,
17-Sep-14,427.5,427.625,421.25,423.2,847.2100997,315812,5908,267559116,200192,63.39,12.75,-8.6,
18-Sep-14,422.5,430.4,421,428.425,856.0294141,260079,5352,222635274,137065,52.7,18.8,11.85,
19-Sep-14,429.5,432.1,425.675,429.975,858.8068466,278504,5375,239181142,159104,57.13,12.85,0.95,
22-Sep-14,429.95,429.95,425.55,428.375,853.8823244,251624,3856,214857286,160400,63.75,8.8,-3.15,
23-Sep-14,430,430,423.075,424.325,852.9616769,121102,3776,103295365,53370,44.07,13.85,-11.35,
24-Sep-14,424.5,428.1,423.075,426.95,852.1319901,643609,4506,548439818,184094,28.6,10.05,4.9,
25-Sep-14,428.925,432.75,421.1,425.625,856.6666488,299186,7081,256302668,146367,48.92,23.3,-6.6,
26-Sep-14,424.45,439.7,423.05,435.625,860.5658797,265461,8286,228446679,102605,38.65,33.3,22.35,
29-Sep-14,437.5,438.725,430.3,432.1,868.1937665,349658,12452,303570896,164756,47.12,16.85,-10.8,
30-Sep-14,432.5,440,431,435.75,871.9536281,493488,10337,430298652,210947,42.75,18,6.5,
1-Oct-14,434.125,435.475,430.825,434.075,866.3976278,279910,8830,242513360,152285,54.4,9.3,-0.1,
7-Oct-14,433,433,427,431.175,859.8547521,217442,6373,186968537,107766,49.56,12,-3.65,
8-Oct-14,431.45,435.5,429.5,434.3,864.6117181,84758,2853,73282760,22890,27.01,12,5.7,
9-Oct-14,435.25,446.45,434.35,444.075,881.263572,151765,5123,133744966,61344,40.42,24.2,17.65,
10-Oct-14,441.25,442.45,432.725,433.475,873.5258386,79416,3420,69371928,24633,31.02,19.45,-15.55,
13-Oct-14,435,438.85,428.05,438.15,868.7266373,113600,3965,98687346,50681,44.61,21.6,6.3,
14-Oct-14,442.5,442.5,432.4,434.375,869.3350783,389321,9046,338450402,200801,51.58,20.2,-16.25,
16-Oct-14,432.5,437,427.5,429.575,866.3963868,87180,3052,75532437,24745,28.38,19,-5.85,
17-Oct-14,430.075,444.1,430,442.65,880.5815492,454646,8465,400352879,315907,69.48,28.2,25.15,
20-Oct-14,447,454.5,445.1,447.4,895.4314768,402068,8553,360024343,233767,58.14,18.8,0.8,
21-Oct-14,451.425,452.825,444,447.95,897.3743188,396189,11096,355529834,152961,38.61,17.65,-6.95,
22-Oct-14,450.5,452.375,445.55,446.875,896.5548428,266881,6889,239273453,159471,59.75,13.65,-7.25,
23-Oct-14,446.175,449,445.875,448.25,895.5555522,32843,1684,29412731,15532,47.29,6.25,4.15,
27-Oct-14,449,453.5,447,448.575,900.9021533,136397,3518,122880351,62821,46.06,13,-0.85,
28-Oct-14,450,450.25,447.05,447.6,895.9306533,116242,2735,104144771,58633,50.44,6.4,-4.8,
29-Oct-14,448.55,450.725,445,445.725,893.2208695,171993,3452,153627737,101422,58.97,11.45,-5.65,
30-Oct-14,445.975,450,443.85,447.7,895.5459057,368734,6183,330218224,229444,62.22,12.3,3.45,
31-Oct-14,449.2,457.075,449.2,456.1,910.7490671,543755,8846,495224359,361205,66.43,15.75,13.8,
3-Nov-14,456,459.525,452.6,455.225,910.5905117,233318,5250,212457157,139200,59.66,13.85,-1.55,
5-Nov-14,455.5,460,455.5,456.375,917.2477176,368807,7646,338287379,237619,64.43,9,1.75,
7-Nov-14,454,454,447,449.5,899.4998051,192361,5110,173028682,88947,46.24,14,-9,
10-Nov-14,453.5,454.425,446.675,452.1,900.5338764,265037,5909,238674797,111643,42.12,15.5,-2.8,
11-Nov-14,452.55,458.5,451.275,453.725,909.3211611,229785,4611,208948363,135289,58.88,14.45,2.35,
12-Nov-14,456.325,460,452.35,455.85,913.2999427,326099,6752,297826198,189560,58.13,15.3,-0.95,
13-Nov-14,457.325,460,452.4,458.1,912.987788,135441,4742,123655979,47964,35.41,15.2,1.55,
14-Nov-14,459.1,466.25,456,464.65,920.9776219,146885,5856,135277798,57128,38.89,20.5,11.1,
17-Nov-14,465,470,454.5,459.775,918.4651117,305561,10999,280647118,114221,37.38,31,-10.45,
18-Nov-14,460,467.5,456.025,466.2,925.5182287,258438,7277,239189080,122281,47.32,22.95,12.4,
19-Nov-14,468.225,468.45,461.5,463.4,929.3731425,67765,3571,62978971,17336,25.58,13.9,-9.65,
20-Nov-14,463.5,463.5,456.25,458.8,916.8690973,82145,4912,75316212,26660,32.45,14.5,-9.4,
21-Nov-14,462.95,467.5,457.2,466.25,926.8036857,161598,6835,149769622,49750,30.79,20.6,6.6,
24-Nov-14,467,475,464.1,472.45,941.9110336,204639,6317,192751732,89399,43.69,21.8,10.9,
25-Nov-14,471.025,479.35,470,476.425,949.8269958,233896,9891,222160735,68399,29.24,18.7,10.8,
26-Nov-14,476,479.5,466.575,475.475,948.2651668,118103,5597,111992961,21200,17.95,25.85,-1.05,
27-Nov-14,475.5,476.9,471.525,473.825,950.138676,155665,2538,147903337,61885,39.76,10.75,-3.35,
28-Nov-14,473.7,482.725,473.7,478.7,960.2760009,147793,7308,141922071,57817,39.12,18.05,10,
1-Dec-14,478.575,480.5,474.05,475.2,955.887575,135219,3686,129254162,23211,17.17,12.9,-6.75,
2-Dec-14,471.95,474.725,469.8,471.375,943.6547423,86741,3922,81853556,24209,27.91,9.85,-1.15,
3-Dec-14,472.35,472.35,465.525,466.225,936.0673285,147768,6325,138320797,49914,33.78,13.65,-12.25,
4-Dec-14,470,472.5,465.775,470.25,937.8719509,158572,5114,148720231,71265,44.94,13.45,0.5,
5-Dec-14,468.8,472.375,467.875,471.35,940.2497687,209670,3871,197142169,83971,40.05,9,5.1,
8-Dec-14,471.35,472.2,462.55,463.75,933.4242173,64045,3284,59781154,20189,31.52,19.3,-15.2,
9-Dec-14,461.05,467.575,461.05,463.575,929.7180637,66437,4553,61767679,20914,31.48,13.05,5.05,
10-Dec-14,462.775,467.7,462.65,465.475,930.3871763,84375,2684,78501418,41256,48.9,10.1,5.4,
11-Dec-14,465,467.7,462.75,466.95,929.952235,55459,2662,51574221,15855,28.59,9.9,3.9,
12-Dec-14,464,467.975,464,466.175,932.3976327,110758,3208,103270497,47697,43.06,7.95,4.35,
15-Dec-14,462.5,472.025,462.5,470.775,938.2193607,106742,3983,100147411,43208,40.48,19.05,16.55,
16-Dec-14,469.475,470.15,458.9,462.8,927.2603009,89531,4420,83018542,26655,29.77,22.5,-13.35,
17-Dec-14,463.25,466,458.225,460.925,921.4699006,136614,5255,125885689,59546,43.59,15.55,-4.65,
18-Dec-14,465,468.375,461.025,467.025,929.0964976,350216,7901,325384459,54542,15.57,14.7,4.05,
19-Dec-14,471.775,474.5,466.125,470.4,940.1701483,114506,4973,107655123,44429,38.8,16.75,-2.75,
22-Dec-14,477,483,471.3,481.625,952.9979452,156223,7178,148880198,51104,32.71,23.4,9.25,
23-Dec-14,482.475,486.925,477.8,479.75,964.038522,159052,5943,153332255,75512,47.48,18.25,-5.45,
24-Dec-14,478,482.4,470.55,472.875,952.6262208,169766,5005,161723543,70857,41.74,23.7,-10.25,
26-Dec-14,473.05,476.325,471.525,473.95,948.7996773,62599,2896,59393911,20725,33.11,9.6,1.8,
29-Dec-14,475,477.5,474,475.75,951.7459264,118690,2761,112962724,83208,70.11,7,1.5,
30-Dec-14,475.75,479.5,471.55,478.175,952.6354047,61907,3161,58974800,24003,38.77,15.9,4.85,
31-Dec-14,478.6,478.825,474.55,476,952.9967142,336294,2070,320487077,305507,90.85,8.55,-5.2,
1-Jan-15,476,476.525,473.125,475.65,948.991145,53416,2375,50691311,12825,24.01,6.8,-0.7,
2-Jan-15,476.025,484.5,476.025,482.475,965.2237906,224795,9318,216977482,138641,61.67,16.95,12.9,
5-Jan-15,484.9,486.15,477.575,478.325,959.545036,232825,4890,223406073,137199,58.93,17.15,-13.15,
6-Jan-15,477.5,478.225,468.85,471.325,947.4407083,77026,4047,72977568,26428,34.31,18.75,-12.35,
7-Jan-15,471.05,475.5,466,472.675,946.0611631,46564,3221,44052392,14113,30.31,19,3.25,
8-Jan-15,477.4,484.5,474.45,482.25,964.2215151,169862,7110,163784595,93769,55.2,20.1,9.7,
9-Jan-15,484.925,489.625,483.425,487.35,973.557673,206752,9799,201284996,107775,52.13,12.4,4.85,
12-Jan-15,485,487.15,482.05,484.05,968.1619832,106795,4994,103394859,48115,45.05,10.2,-1.9,
13-Jan-15,485.5,485.725,478,481.775,966.4754569,233222,7049,225403339,101397,43.48,15.45,-7.45,
14-Jan-15,481.2,487.15,480.125,481.675,965.8800057,63053,6358,60901632,17444,27.67,14.05,0.95,
15-Jan-15,490.575,499,486.625,496.3,988.6224274,654939,16798,647487384,436960,66.72,24.75,11.45,
16-Jan-15,495.525,507.45,495.525,500.75,1006.47375,174860,5927,175992000,99344,56.81,23.85,10.45,
19-Jan-15,506.25,509.1,501.5,502.25,1007.618148,199310,6041,200828373,91726,46.02,15.2,-8,
20-Jan-15,505,513.325,501,511.1,1013.55174,578606,13619,586447118,405531,70.09,24.65,12.2,
21-Jan-15,513.575,516.45,509.025,509.925,1025.363954,244773,7105,250981411,159342,65.1,14.85,-7.3,
22-Jan-15,511.25,516.2,509.5,510.575,1022.817108,233821,4867,239156119,158317,67.71,13.4,-1.35,
23-Jan-15,511.7,523.925,511.7,521.45,1042.043665,436460,11912,454810378,277649,63.61,24.45,19.5,
27-Jan-15,521.55,538.8,520.925,537,1058.756902,237752,6609,251721571,149286,62.79,35.75,30.9,
28-Jan-15,534.9,546.5,527.5,529.05,1072.555986,399625,10981,428620186,221018,55.31,38,-11.7,
29-Jan-15,536.5,549.85,530.75,547.15,1083.002653,377264,15649,408577913,197425,52.33,38.2,21.3,
30-Jan-15,547.55,548.5,532.5,538,1076.247688,213801,8289,230102832,82601,38.63,32,-19.1,
2-Feb-15,534,546.575,526.025,541.15,1068.045568,129741,9259,138569300,41110,31.69,41.1,14.3,
3-Feb-15,541.2,541.2,527.625,531.625,1060.143158,610285,8554,646989467,459714,75.33,27.15,-19.15,
4-Feb-15,531.9,540.25,528.575,533.625,1070.250325,113984,8639,121991413,38785,34.03,23.35,3.45,
5-Feb-15,535.15,546,535.125,538.625,1082.443118,152483,7016,165054174,37644,24.69,21.75,6.95,
6-Feb-15,540,540,525.075,528.275,1059.36329,300003,7380,317812165,183014,61,29.85,-23.45,
9-Feb-15,524.25,524.25,517.5,520.125,1040.489356,98744,4874,102742081,30003,30.38,13.5,-8.25,
10-Feb-15,515.975,531,515.275,527.8,1051.395806,137143,6475,144191575,31322,22.84,31.45,23.65,
11-Feb-15,529.75,532.6,526.625,529.25,1059.768436,67342,3602,71366926,12563,18.66,11.95,-1,
12-Feb-15,532.5,540.7,526.5,538.8,1067.961545,107347,6469,114642468,46883,43.67,28.4,12.6,
13-Feb-15,542.5,542.5,531.975,532.925,1071.38549,149921,5278,160623184,77758,51.87,21.05,-19.15,
16-Feb-15,539,541.875,531.25,533.55,1074.281449,409477,6314,439893545,299342,73.1,21.25,-10.9,
18-Feb-15,535,541.175,530,537.5,1074.678864,96411,7238,103610864,35494,36.82,22.35,5,
19-Feb-15,540,542.5,532,539.75,1075.415554,98844,4474,106298375,18687,18.91,21,-0.5,
20-Feb-15,540.5,544.575,534.275,536.275,1078.373275,98978,5683,106735230,19574,19.78,20.6,-8.45,
23-Feb-15,537.825,540.875,530.9,533.3,1071.417386,77638,4959,83182703,19071,24.56,19.95,-9.05,
24-Feb-15,534.5,535.9,528.6,533.5,1064.490482,52585,3547,55976232,11339,21.56,14.6,-2,
