Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
9-May-19,1156.5,1156.5,1135.7,1145.6,2286.927514,107414,5421,245648032,52024,48.43,41.6,-21.8,
10-May-19,1146,1162.5,1145,1148.375,2308.162132,100603,4010,232208035,39734,39.5,35,4.75,
13-May-19,1148.375,1156,1140.025,1144.7,2300.42752,95481,5339,219647120,40453,42.37,31.95,-7.35,
14-May-19,1147.525,1155.5,1137.525,1145.1,2289.749706,50137,4200,114801181,15982,31.88,35.95,-4.85,
15-May-19,1153.4,1153.6,1141.6,1144.45,2298.503524,68523,2963,157500357,31114,45.41,24,-17.9,
16-May-19,1144,1161.375,1140,1156.9,2299.862375,45326,1970,104243562,18592,41.02,42.75,25.8,
17-May-19,1158.95,1184.5,1155.725,1180.825,2336.195824,135443,8706,316421371,52867,39.03,57.55,43.75,
20-May-19,1200.025,1219.825,1190.05,1216.475,2405.696405,219809,9132,528793721,68821,31.31,59.55,32.9,
21-May-19,1216.5,1224.5,1199.975,1201.9,2433.782167,466450,10414,1135237692,327432,70.2,49.05,-29.2,
22-May-19,1208.75,1213,1197.875,1202.55,2411.912087,148033,4872,357042582,81644,55.15,30.25,-12.4,
23-May-19,1205,1219.65,1160.85,1167.175,2386.38239,221198,9891,527863012,63898,28.89,117.6,-75.65,
24-May-19,1178,1192.5,1170.7,1186.15,2364.474171,109625,4575,259205481,26237,23.93,43.6,16.3,
27-May-19,1203,1210.325,1186.25,1204.05,2402.311196,102977,5121,247382800,41213,40.02,48.15,2.1,
28-May-19,1205.125,1209.8,1194.025,1208.125,2404.150865,58297,3009,140154783,22181,38.05,31.55,6,
29-May-19,1208,1215.775,1205,1207.875,2420.287476,58064,3161,140531572,19725,33.97,21.55,-0.25,
30-May-19,1214.975,1223.575,1206.15,1219.625,2434.996538,64410,2968,156838127,18981,29.47,34.85,9.3,
31-May-19,1225.05,1231.975,1179.75,1212.45,2431.205549,143873,6457,349784836,31858,22.14,104.45,-25.2,
3-Jun-19,1217.25,1229.6,1213,1227.275,2447.214573,91829,8423,224725267,45970,50.06,33.2,20.05,
4-Jun-19,1228.5,1232.5,1221.025,1227,2455.941795,67331,3187,165361017,16959,25.19,22.95,-3,
6-Jun-19,1230,1235,1207.25,1212.525,2443.814405,109847,4410,268445681,34402,31.32,55.5,-34.95,
7-Jun-19,1212.525,1226.475,1205,1224,2436.168861,71260,4050,173601393,22985,32.26,42.95,22.95,
10-Jun-19,1232.5,1233.45,1217,1221.3,2446.132171,55171,2853,134955558,18004,32.63,32.9,-22.4,
11-Jun-19,1226.5,1229.8,1220.975,1224.675,2444.896442,411575,2289,1006258253,13633,3.31,17.65,-3.65,
12-Jun-19,1224.375,1224.425,1212.5,1213.7,2435.089614,35943,2099,87524426,15020,41.79,23.85,-21.35,
13-Jun-19,1222.5,1227.075,1207.5,1223.65,2436.471342,162574,4561,396106892,17496,10.76,39.15,2.3,
14-Jun-19,1227.45,1229.325,1212.875,1218.225,2443.330768,61339,2675,149871466,25589,41.72,32.9,-18.45,
17-Jun-19,1218.5,1219.975,1208.95,1210.9,2426.761559,118734,5518,288139107,87689,73.85,22.05,-15.2,
18-Jun-19,1220,1220,1201.8,1208.4,2416.397434,76375,4256,184552354,29482,38.6,36.4,-23.2,
19-Jun-19,1209.175,1221.7,1208.125,1214.725,2432.516897,82469,3039,200607236,29822,36.16,27.15,11.1,
20-Jun-19,1214.725,1218.175,1208,1213.025,2427.432678,81578,2759,198025103,45351,55.59,20.35,-3.4,
21-Jun-19,1213,1214,1203.45,1207.675,2414.310454,74246,3189,179252894,34319,46.22,21.1,-10.65,
24-Jun-19,1204,1215.5,1204,1208.375,2423.843965,140494,2075,340535534,19756,14.06,23,8.75,
25-Jun-19,1212,1220.5,1201.7,1214.325,2423.153309,64706,4036,156792558,30916,47.78,37.6,4.65,
26-Jun-19,1214.25,1235,1211.225,1233.55,2432.788724,324912,3058,790442250,31952,9.83,47.55,38.6,
27-Jun-19,1233.5,1247,1228.325,1233.225,2475.62801,107218,7218,265431884,38192,35.62,37.35,-0.55,
28-Jun-19,1231,1236.925,1219,1223.2,2453.437403,64668,3956,158658890,28506,44.08,35.85,-15.6,
1-Jul-19,1225.55,1244.5,1225.55,1242.825,2477.394675,76425,4210,189334888,34117,44.64,37.9,34.55,
2-Jul-19,1245,1248.5,1233.1,1247.175,2483.342675,65978,3473,163845983,24656,37.37,30.8,4.35,
3-Jul-19,1247.575,1251.45,1242.125,1244.75,2495.972467,78343,3616,195541971,31355,40.02,18.65,-5.65,
4-Jul-19,1249.95,1249.95,1236.3,1241.825,2483.089144,95048,4386,236012657,36603,38.51,27.3,-16.25,
5-Jul-19,1246,1247.5,1230.175,1237.7,2476.356556,83022,3613,205592074,36123,43.51,34.65,-16.6,
8-Jul-19,1236.2,1236.2,1198.875,1203.925,2428.666196,381979,6711,927699485,303876,79.55,74.65,-64.55,
9-Jul-19,1204.4,1205.275,1186.2,1189.5,2388.010529,234776,14085,560647560,147567,62.85,38.15,-29.8,
10-Jul-19,1192.45,1198.575,1182.725,1193.125,2387.056518,110371,5009,263461815,56872,51.53,31.7,1.35,
11-Jul-19,1198.5,1206.775,1197.925,1203.9,2407.374629,70096,3480,168747332,29306,41.81,17.7,10.8,
12-Jul-19,1207.625,1209.15,1193.35,1196.725,2399.147115,69184,3937,165982594,31622,45.71,31.6,-21.8,
15-Jul-19,1206.45,1206.45,1188.875,1198.05,2390.41138,42231,3099,100949463,24830,58.8,35.15,-16.8,
16-Jul-19,1207.4,1209.2,1191.275,1196.075,2395.419616,98602,5184,236193165,50261,50.97,35.85,-22.65,
17-Jul-19,1199.4,1205.75,1195.5,1198.85,2401.075464,106103,3928,254761310,68573,64.63,20.5,-1.1,
18-Jul-19,1200,1214.675,1200,1201.95,2406.893935,1455777,12862,3503900832,846600,58.15,29.35,3.9,
19-Jul-19,1212,1212.2,1184.05,1187.975,2385.038516,94843,6438,226204208,44934,47.38,56.3,-48.05,
22-Jul-19,1176.5,1176.875,1140.95,1148.525,2298.908459,253470,13410,582704327,117614,46.4,71.85,-55.95,
23-Jul-19,1148.525,1148.55,1121.025,1131.975,2260.708552,174971,9616,395558436,59292,33.89,55.05,-33.1,
24-Jul-19,1131.5,1146.375,1125,1139.9,2269.183395,191128,8032,433704484,117411,61.43,42.75,16.8,
25-Jul-19,1142.5,1157.725,1140.225,1142.9,2297.277686,104150,4885,239261471,47212,45.33,35,0.8,
26-Jul-19,1142.5,1146.7,1136.575,1138.15,2284.803384,94143,5992,215098245,47815,50.79,20.25,-8.7,
29-Jul-19,1139.175,1139.175,1111.55,1122.3,2246.977248,96211,7368,216183928,43950,45.68,55.25,-33.75,
30-Jul-19,1127,1135.15,1120.15,1126.675,2257.983754,61186,3589,138156994,22461,36.71,30,-0.65,
31-Jul-19,1125,1133.4,1117.05,1125.9,2249.114736,98130,8396,220705629,48569,49.49,32.7,1.8,
1-Aug-19,1116.5,1120.675,1098.575,1108.925,2219.739939,123121,7539,273296601,67367,54.72,44.2,-15.15,
2-Aug-19,1105.5,1111.775,1091.075,1107.475,2199.69414,1320102,9717,2903820633,1093217,82.81,41.4,3.95,
5-Aug-19,1100.5,1100.5,1081.175,1089.7,2177.554632,124057,5726,270140895,56490,45.54,38.65,-21.6,
6-Aug-19,1084.35,1104.5,1080,1094.35,2188.53482,104654,5315,229038923,28871,27.59,49,20,
7-Aug-19,1094.5,1101.3,1082.925,1092.325,2187.868372,182826,6738,399999223,82356,45.05,36.75,-4.35,
8-Aug-19,1095.5,1122.325,1091.6,1117.775,2212.153729,231726,7353,512613535,125905,54.33,61.45,44.55,
9-Aug-19,1124.725,1144,1120.075,1140.875,2274.463764,133210,5354,302981318,54066,40.59,47.85,32.3,
13-Aug-19,1141,1141,1101.325,1110.1,2226.359775,242429,10310,539734174,138109,56.97,79.35,-61.8,
14-Aug-19,1123.5,1123.5,1102.05,1114.95,2224.344389,146895,6249,326745069,89377,60.84,42.9,-17.1,
16-Aug-19,1110,1116.4,1102.5,1113.325,2224.004594,139301,4592,309806064,82237,59.04,27.8,6.65,
19-Aug-19,1117.75,1120.775,1101.05,1103.35,2228.333818,123061,5661,274220988,61287,49.8,39.45,-28.8,
20-Aug-19,1106,1114.05,1103.5,1111,2216.733405,335588,4413,743909130,292022,87.02,21.1,10,
21-Aug-19,1108.5,1120.525,1107.35,1113,2228.860314,80280,4236,178932906,36123,45,26.35,9,
22-Aug-19,1113,1113,1084,1086.875,2198.74678,94266,6623,207267064,46995,49.85,58,-52.25,
23-Aug-19,1080.8,1088.15,1069.75,1081.625,2155.876608,102065,5123,220039546,23785,23.3,36.8,1.65,
26-Aug-19,1102.45,1132.5,1083.75,1127.975,2222.819276,212103,10323,471466637,65021,30.66,97.5,51.05,
27-Aug-19,1129.95,1136.2,1120.4,1129.7,2257.17928,224325,10469,506341742,128414,57.24,31.6,-0.5,
28-Aug-19,1127.5,1128,1112.6,1123.95,2238.21435,205832,10688,460696136,134289,65.24,30.8,-7.1,
29-Aug-19,1124.95,1127.25,1110.5,1113.8,2237.547812,83620,4462,187103748,34631,41.41,33.5,-22.3,
30-Aug-19,1117.5,1130,1111.625,1114.45,2242.417799,77767,4647,174386105,21670,27.87,36.75,-6.1,
3-Sep-19,1112.5,1112.5,1098.2,1104.675,2208.854385,84545,5468,186747594,37207,44.01,28.6,-15.65,
4-Sep-19,1105,1137.375,1100.025,1123.775,2249.247305,190384,8661,428220699,69940,36.74,74.7,37.55,
5-Sep-19,1127.5,1136,1113.45,1117.35,2246.353282,142498,5646,320100850,33930,23.81,45.1,-20.3,
6-Sep-19,1116.5,1128,1110.525,1122.575,2239.262155,90412,5065,202456170,28510,31.53,34.95,12.15,
9-Sep-19,1127.5,1130.5,1108.125,1124.1,2238.675908,448361,4535,1003734969,365981,81.63,44.75,-6.8,
11-Sep-19,1135.5,1135.5,1120.95,1124.425,2252.982371,59676,2846,134448976,20275,33.98,29.1,-22.15,
12-Sep-19,1125,1144.25,1124.5,1135.15,2273.235212,100760,5707,229051180,32549,32.3,39.5,20.3,
13-Sep-19,1126,1133.45,1118.65,1128.125,2252.790383,113340,6494,255331262,50215,44.3,29.6,4.25,
16-Sep-19,1128.125,1129.5,1120.325,1121.575,2245.323758,453156,3992,1017481933,409681,90.41,18.35,-13.1,
17-Sep-19,1127.5,1127.5,1099.15,1104.3,2217.158283,97989,5894,217257123,38515,39.31,56.7,-46.4,
18-Sep-19,1107.575,1114.675,1090,1093.475,2206.034594,182487,5825,402572635,123553,67.7,49.35,-28.2,
19-Sep-19,1099.8,1108.35,1084.4,1100.4,1094.222619,162587,12016,177906373,62100,38.19,23.95,0.6,
20-Sep-19,1108,1208.9,1107.1,1200.1,1146.403812,1334801,27720,1530220955,716899,53.71,101.8,92.1,
23-Sep-19,1255.35,1285,1230,1258.45,1257.546617,957396,29747,1203970101,249243,26.03,55,3.1,
24-Sep-19,1257.25,1261.65,1228,1255.05,1244.569634,600098,11804,746863748,82497,13.75,33.65,-2.2,
25-Sep-19,1251,1251.05,1230.4,1239.7,1238.100285,493675,8733,611219158,125745,25.47,20.65,-11.3,
26-Sep-19,1240,1274.95,1236.85,1242.35,1251.496295,373125,11875,466964555,71609,19.19,38.1,2.35,
27-Sep-19,1249.8,1253,1237.75,1244.15,1246.343008,181824,6108,226615071,53262,29.29,15.25,-5.65,
30-Sep-19,1240,1240,1216.9,1227.35,1229.988862,225265,8071,277073441,68971,30.62,23.1,-12.65,
1-Oct-19,1234,1254,1221.6,1248.5,1241.409417,338286,10410,419951426,81583,24.12,32.4,14.5,
3-Oct-19,1230,1243.75,1217.05,1223.05,1227.49582,264604,8604,324800304,109523,41.39,26.7,-6.95,
4-Oct-19,1233.5,1239.85,1185.3,1188.95,1205.773291,310702,12667,374636173,116636,37.54,54.55,-44.55,
7-Oct-19,1205,1219.45,1181,1187.65,1203.430722,538405,16402,647933118,202110,37.54,38.45,-17.35,
9-Oct-19,1191,1230.3,1190.15,1228.5,1214.112719,310328,11673,376773172,130226,41.96,40.15,37.5,
10-Oct-19,1225.4,1225.5,1197.3,1199.95,1204.149902,185041,6685,222817102,70876,38.3,28.2,-25.45,
11-Oct-19,1213,1224.1,1189.1,1198.55,1204.769564,213096,7945,256731575,57223,26.85,35,-14.45,
14-Oct-19,1205,1220,1198.2,1203.15,1210.997409,158630,4950,192100519,41238,26,21.8,-1.85,
15-Oct-19,1210,1225,1207.3,1222.9,1219.131698,128499,4591,156657204,31420,24.45,17.7,12.9,
16-Oct-19,1234.7,1235.5,1210.95,1221.2,1223.162696,158664,5754,194071886,49218,31.02,24.55,-13.5,
17-Oct-19,1224,1229.5,1213.05,1220.8,1222.360427,138766,5733,169622067,41715,30.06,16.45,-3.2,
18-Oct-19,1222.3,1233.85,1220.75,1229.2,1227.448522,224932,7158,276092451,99204,44.1,13.1,6.9,
22-Oct-19,1257,1257,1232.8,1238.65,1243.733282,355019,13829,441548946,142366,40.1,24.2,-18.35,
23-Oct-19,1246.2,1249.35,1234.1,1241.4,1242.793707,144329,4952,179371173,51748,35.85,15.25,-4.8,
24-Oct-19,1248,1254.55,1227.5,1235.95,1240.997109,242147,8289,300503727,79457,32.81,27.05,-12.05,
25-Oct-19,1237,1246.75,1220,1228.7,1238.527693,1582432,5886,1959885855,57883,3.66,26.75,-8.3,
27-Oct-19,1239.5,1242.75,1235.05,1238,1238.494629,51293,3493,63526105,37205,72.53,7.7,-1.5,
29-Oct-19,1239.7,1257,1237.35,1242.15,1248.285965,385635,7262,481382758,69978,18.15,19.65,2.45,
30-Oct-19,1242.15,1262,1242.15,1248.45,1253.439236,189832,5307,237942877,60951,32.11,19.85,6.3,
31-Oct-19,1255,1263.9,1227.65,1229.95,1247.837754,169126,6559,211041808,77632,45.9,36.25,-25.05,
1-Nov-19,1240,1244.3,1228.2,1240.35,1237.141886,303413,4186,375364931,231898,76.43,16.1,0.35,
4-Nov-19,1245,1250,1229.5,1236.65,1238.121254,200430,7974,248156643,77336,38.58,20.5,-8.35,
5-Nov-19,1248,1248,1230.35,1239.4,1237.674019,151512,4311,187522466,62204,41.06,17.65,-8.6,
6-Nov-19,1244.9,1259,1228.2,1257,1239.285544,429391,5333,532138059,310195,72.24,30.8,12.1,
7-Nov-19,1259.75,1269.6,1249.8,1263.25,1261.855936,210691,6790,265861689,81320,38.6,19.8,3.5,
8-Nov-19,1259.75,1267,1251.4,1254.7,1260.098704,148960,4275,187704303,50789,34.1,15.6,-5.05,
11-Nov-19,1255,1268,1251,1263.9,1258.70417,131545,4055,165576240,53915,40.99,17,8.9,
13-Nov-19,1263.9,1269.75,1254.2,1258,1261.441016,119202,5147,150366292,57525,48.26,15.55,-5.9,
14-Nov-19,1259.5,1277.4,1257,1273.7,1268.033722,139226,3870,176543263,63616,45.69,20.4,14.2,
15-Nov-19,1283,1285,1271,1278.3,1280.251643,234662,5938,300426411,138121,58.86,14,-4.7,
18-Nov-19,1275,1280,1259,1262,1263.687727,121000,5544,152906215,59565,49.23,21,-13,
19-Nov-19,1266,1275,1262,1272.4,1269.788527,153736,7271,195212209,70584,45.91,13,6.4,
20-Nov-19,1275,1282.9,1267,1273.55,1274.788103,142895,7179,182160846,73479,51.42,15.9,-1.45,
21-Nov-19,1271.8,1287.55,1268.2,1283.15,1281.419885,154828,4780,198399678,62491,40.36,19.35,11.35,
22-Nov-19,1284,1284,1262.3,1265.45,1270.782331,116296,4390,147786902,76971,66.19,21.7,-18.55,
25-Nov-19,1267.05,1279.25,1265.05,1271.45,1271.321286,1301847,4097,1655065802,1214262,93.27,14.2,4.4,
26-Nov-19,1274,1279.5,1266.7,1274.65,1273.529885,73616,3113,93752176,28305,38.45,12.8,0.65,
27-Nov-19,1282.95,1285.8,1271.3,1278.3,1277.894792,86476,4237,110507230,33375,38.59,14.5,-4.65,
28-Nov-19,1282,1283.65,1262.25,1265.35,1269.827876,107963,4539,137094427,39299,36.4,21.4,-16.65,
29-Nov-19,1268,1279.6,1252.05,1274.25,1263.388259,113929,6470,143936561,35946,31.55,27.55,6.25,
2-Dec-19,1275,1276.4,1259.25,1265.35,1265.18976,108042,4612,136693632,44998,41.65,17.15,-9.65,
3-Dec-19,1265,1267.6,1253.3,1255.65,1257.896677,73846,3751,92890638,37783,51.16,14.3,-9.35,
4-Dec-19,1250.15,1256.9,1234.4,1251.65,1244.668796,121454,7387,151170004,52514,43.24,22.5,1.5,
5-Dec-19,1254.1,1259,1240.1,1245.45,1250.400484,164968,6624,206276067,67435,40.88,18.9,-8.65,
6-Dec-19,1255,1259.7,1238.5,1246.2,1248.880147,134365,5891,167805781,44735,33.29,21.2,-8.8,
9-Dec-19,1252,1252,1238,1242.9,1242.34702,109086,7019,135522667,48976,44.9,14,-9.1,
10-Dec-19,1249,1253.25,1245.35,1249.75,1249.438564,68364,3522,85416618,29066,42.52,7.9,0.75,
11-Dec-19,1252.5,1254,1213.15,1248.7,1246.268394,111694,5923,139200702,49657,44.46,40.85,-3.8,
12-Dec-19,1254,1269.9,1252,1263.45,1262.845489,177483,4908,224133606,73950,41.67,17.9,9.45,
13-Dec-19,1267,1272,1259.2,1262.8,1266.959857,93765,4506,118796491,32175,34.31,12.8,-4.2,
16-Dec-19,1264.3,1269.1,1248.6,1257.3,1253.819739,198041,9541,248307715,117255,59.21,20.5,-7,
17-Dec-19,1261,1275,1255.75,1272.25,1269.670182,128565,4876,163235147,54296,42.23,19.25,11.25,
18-Dec-19,1276,1298.8,1274.15,1292.35,1286.556973,282588,6472,363565562,139433,49.34,24.65,16.35,
19-Dec-19,1300,1304.1,1286.65,1288.45,1296.133595,132325,6235,171510878,52939,40.01,17.45,-11.55,
20-Dec-19,1289.4,1299.6,1280,1296.2,1291.942349,108046,5717,139589203,42225,39.08,19.6,6.8,
23-Dec-19,1296.35,1303.7,1289.35,1302.3,1297.814838,74794,3495,97068763,23310,31.17,14.35,5.95,
24-Dec-19,1302,1302,1287,1289.3,1293.585612,115983,3822,150033940,62354,53.76,15,-12.7,
26-Dec-19,1297.4,1297.4,1265.1,1271.55,1279.164735,106498,4892,136228486,45371,42.6,32.3,-25.85,
27-Dec-19,1278,1279,1270,1274.9,1275.153841,83333,3238,106262395,42217,50.66,9,-3.1,
30-Dec-19,1280,1288.5,1274.8,1280.85,1279.356194,713086,6298,912290991,326730,45.82,13.7,0.85,
31-Dec-19,1286.8,1286.8,1269,1271.8,1273.143424,45369,3413,57761244,23784,52.42,17.8,-15,
1-Jan-20,1275,1280.4,1271,1279.05,1277.217288,44876,2304,57316403,21684,48.32,9.4,4.05,
2-Jan-20,1278,1287.9,1277.5,1286.65,1284.666756,41084,2219,52779249,16449,40.04,10.4,8.65,
3-Jan-20,1289,1289,1263,1268.1,1271.054528,1100857,5701,1399249274,1034354,93.96,26,-20.9,
6-Jan-20,1265.8,1265.8,1236,1241.15,1251.677433,574250,8176,718775766,508762,88.6,29.8,-24.65,
7-Jan-20,1258.3,1271.75,1252.2,1260.85,1265.811012,594878,6962,753003123,475489,79.93,19.55,2.55,
8-Jan-20,1250,1261.3,1240,1257.05,1244.934773,2299367,6147,2862561934,2234314,97.17,21.3,7.05,
9-Jan-20,1263,1275.8,1263,1270.8,1271.378547,143800,5603,182824235,68970,47.96,12.8,7.8,
10-Jan-20,1283,1286.9,1275.4,1283.2,1282.200095,147090,6352,188598812,99770,67.83,11.5,0.2,
13-Jan-20,1285,1296.6,1277.3,1287.25,1287.210951,4046429,6172,5208607723,189812,4.69,19.3,2.25,
14-Jan-20,1293.5,1293.5,1278,1289.45,1287.405179,4766929,7044,6136969081,102679,2.15,15.5,-4.05,
15-Jan-20,1289.45,1289.45,1274.05,1284.05,1280.353132,178511,5926,228557118,114295,64.03,15.4,-5.4,
16-Jan-20,1283,1291.2,1279.4,1287.6,1286.247009,339085,6441,436147067,271704,80.13,11.8,4.6,
17-Jan-20,1285,1285,1271.95,1277.85,1277.047243,185105,5222,236387830,117120,63.27,13.05,-7.15,
20-Jan-20,1302.75,1303.8,1252.8,1254.9,1264.920345,259242,10741,327920480,123571,47.67,51,-47.85,
21-Jan-20,1255,1255,1239,1244.15,1244.083717,177060,7139,220277463,78783,44.5,16,-10.85,
22-Jan-20,1249,1255.45,1235,1240.35,1248.427767,489687,10369,611338848,369403,75.44,20.45,-8.65,
23-Jan-20,1242,1246.65,1231.85,1245,1241.412803,130687,8423,162236515,60096,45.98,14.8,3,
24-Jan-20,1247.7,1254,1239.5,1244.15,1250.279465,346362,11082,433049296,254882,73.59,14.5,-3.55,
27-Jan-20,1237,1237.95,1211.5,1212.9,1220.007933,437154,22779,533331348,292370,66.88,26.45,-24.1,
28-Jan-20,1225.9,1227.45,1213.25,1222.85,1221.959815,162574,9362,198658895,93275,57.37,14.2,-3.05,
29-Jan-20,1227,1242,1222.85,1235.95,1232.083169,446105,11527,549638462,300882,67.45,19.15,8.95,
30-Jan-20,1236,1239.35,1217.45,1227.1,1224.895084,261904,10512,320804922,159731,60.99,21.9,-8.9,
31-Jan-20,1234.9,1237.8,1220.55,1225.7,1229.210305,102936,4680,126529992,38175,37.09,17.25,-9.2,
1-Feb-20,1218.25,1227.95,1192,1199,1209.195477,190380,9587,230206635,93064,48.88,35.95,-19.25,
3-Feb-20,1199.1,1199.1,1178,1193,1190.136101,206699,13172,245999942,97379,47.11,21.1,-6.1,
4-Feb-20,1210,1233.7,1199,1229.25,1219.601931,211614,11487,258084843,94518,44.67,34.7,19.25,
5-Feb-20,1235,1248,1227.4,1244.2,1235.053194,237226,5768,292986729,161694,68.16,20.6,9.2,
6-Feb-20,1248,1248.3,1237.45,1239.85,1241.788655,191275,8486,237523125,88152,46.09,10.85,-8.15,
7-Feb-20,1242.15,1246.7,1232,1241.9,1238.012637,106272,3781,131566079,40130,37.76,14.7,-0.25,
10-Feb-20,1246.7,1246.7,1226,1240.2,1236.327563,873512,6127,1079946962,808312,92.54,20.7,-6.5,
11-Feb-20,1240.1,1255.3,1238.6,1240.05,1247.253375,102899,4473,128341125,45984,44.69,16.7,-0.05,
12-Feb-20,1244,1252.8,1244,1249.05,1249.462112,77888,4068,97318105,34957,44.88,8.8,5.05,
13-Feb-20,1263.8,1263.8,1233.4,1241.2,1237.123386,1851986,5762,2291135192,1790677,96.69,30.4,-22.6,
14-Feb-20,1243.2,1249,1215,1219.25,1223.642964,229943,12129,281368134,119505,51.97,34,-23.95,
17-Feb-20,1225.8,1232.8,1214.05,1216.8,1222.955708,108348,5288,132504805,47326,43.68,18.75,-9,
18-Feb-20,1215,1218,1204,1213.55,1209.436997,102598,4978,124085817,50611,49.33,14,-1.45,
19-Feb-20,1216,1229.7,1214.1,1226.1,1221.507221,92646,4729,113167758,39438,42.57,15.6,10.1,
20-Feb-20,1228,1228.95,1214.35,1217.3,1221.239532,115183,6081,140666033,58480,50.77,14.6,-10.7,
24-Feb-20,1214,1214,1200.3,1210,1204.833146,473035,8657,569928247,415891,87.92,13.7,-4,
25-Feb-20,1210,1210,1198,1200.25,1201.056773,119546,5479,143581533,53477,44.73,12,-9.75,
26-Feb-20,1200,1204.2,1186,1199.65,1192.590582,467136,10063,557101994,372737,79.79,18.2,-0.35,
27-Feb-20,1200,1202.5,1181,1199.35,1190.551933,933802,16055,1111739776,801308,85.81,21.5,-0.65,
28-Feb-20,1179.8,1184.85,1170.1,1177.6,1177.007679,298612,13917,351468617,186572,62.48,14.75,-2.2,
2-Mar-20,1195,1200.05,1167,1182.15,1184.959161,478321,20852,566790851,346466,72.43,33.05,-12.85,
3-Mar-20,1180,1185.7,1168.15,1181.3,1177.640399,600004,22664,706588950,381293,63.55,17.55,1.3,
4-Mar-20,1179,1179.95,1133.3,1148.95,1152.870111,421145,20176,485525483,259533,61.63,46.65,-30.05,
5-Mar-20,1154,1164.45,1145,1151.65,1155.394152,1468666,14379,1696888107,1138241,77.5,19.45,-2.35,
6-Mar-20,1130,1141.3,1101.5,1134.85,1124.247234,517037,20498,581277417,303337,58.67,39.8,4.85,
9-Mar-20,1115,1117.7,1065.75,1100.5,1092.954029,2397687,36495,2620561667,1861680,77.64,51.95,-14.5,
11-Mar-20,1110,1120,1093.05,1112.75,1109.047328,4093148,27324,4539494854,2138915,52.26,26.95,2.75,
12-Mar-20,1075,1078.9,1003.55,1021.7,1042.297466,1060386,42472,1105237641,640653,60.42,75.35,-53.3,
13-Mar-20,977,1081.35,919.55,1071.15,1011.218502,3128531,53098,3163628432,2174570,69.51,161.8,94.15,
16-Mar-20,1034.9,1036.85,995.1,999.05,1012.519281,616555,25938,624273825,366041,59.37,41.75,-35.85,
17-Mar-20,1002,1012.85,955,975.25,983.5203361,998545,28062,982089314,549137,54.99,57.85,-26.75,
18-Mar-20,990,992.75,865.1,878.5,921.4725169,918511,39399,846382643,442045,48.13,127.65,-111.5,
19-Mar-20,850,919.25,795.15,894.8,852.6063412,1214435,53680,1035434982,269702,22.21,124.1,44.8,
20-Mar-20,876,914.5,824.55,882.4,871.0371234,1692006,64169,1473800039,463997,27.42,89.95,6.4,
23-Mar-20,815,841.7,760,770.5,783.5852019,1978025,63800,1549951119,899342,45.47,81.7,-44.5,
24-Mar-20,800,825,738.9,765.45,773.6887615,2129197,56794,1647335790,935541,43.94,86.1,-34.55,
25-Mar-20,770,867.95,755.7,855.55,787.8190293,2434775,49865,1918162077,1332305,54.72,112.25,85.55,
26-Mar-20,874.5,941.1,841.15,913.4,902.5062998,1159169,42940,1046157325,314605,27.14,99.95,38.9,
27-Mar-20,945,988.15,872.55,905.05,916.4402686,1519252,47716,1392303711,439164,28.91,115.6,-39.95,
30-Mar-20,894.9,894.9,828.25,833,856.5050832,909866,40141,779304854,348237,38.27,66.65,-61.9,
31-Mar-20,857,873,838,862,861.8653321,2322469,25968,2001655516,756647,32.58,35,5,
1-April-2020,869.9,869.9,820,829.7,829.5050898,737855,24598,612054478,190110,25.77,49.9,-40.2,
3-April-2020,841,846.55,810,813.5,823.5681931,610898,22282,503116162,104194,17.06,36.55,-27.5,
7-April-2020,876,906.05,846,896.35,869.4279551,1172817,36447,1019679886,293464,25.02,60.05,20.35,
8-April-2020,887.5,945,866.7,888.95,902.6894891,1022837,30549,923304209,225225,22.02,78.3,1.45,
9-April-2020,911.1,930.1,890.3,924.3,912.6258068,799130,27499,729306661,177168,22.17,39.8,13.2,
13-April-2020,939,945.7,887,895.45,905.4580031,700611,23222,634373837,245127,34.99,58.7,-43.55,
15-April-2020,929,929.75,843.35,863.45,883.0881677,1124232,41715,992795977,534869,47.58,86.4,-65.55,
16-April-2020,863,889.6,856.1,881.05,871.1198895,806676,27324,702711508,168443,20.88,33.5,18.05,
17-April-2020,912.85,920.85,887.9,910.4,913.0179082,2840770,30553,2593673883,2228545,78.45,32.95,-2.45,
20-April-2020,952.25,960.85,936.1,946,931.5529047,2003508,34490,1866373697,1203986,60.09,24.75,-6.25,
21-April-2020,928,934.35,908.2,920.75,921.9762455,613947,16074,566044550,322583,52.54,26.15,-7.25,
22-April-2020,918,932.65,907.3,928.4,919.2012644,429763,14882,395038693,97249,22.63,25.35,10.4,
23-April-2020,938.8,958.5,913.3,954.75,939.7103736,790591,17963,742926564,335619,42.45,45.2,15.95,
24-April-2020,935,957.95,926.1,937.65,938.9588897,535291,27515,502616243,238539,44.56,31.85,2.65,
27-April-2020,940.55,957.6,926.75,929.85,940.148439,411563,12912,386930312,171964,41.78,30.85,-10.7,
28-April-2020,941.7,943.1,922.6,931.4,930.3882799,571379,14748,531604325,228854,40.05,20.5,-10.3,
29-April-2020,940,992.4,933,976.75,963.4395367,926910,30214,893021741,272510,29.4,59.4,36.75,
