Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-Nov-17,948,959,946.65,949.5,951.0387429,508893,6902,483976959,265090,52.09,12.35,1.5
27-Nov-17,948,955.75,943.5,950.7,948.1666635,316710,4629,300293864,123976,39.14,12.25,2.7
28-Nov-17,949.45,950.95,938.25,942.95,943.5203566,227961,3555,215085844,80780,35.44,12.7,-6.5
29-Nov-17,942.95,949.8,938,945.45,946.658781,506994,3992,479950322,264355,52.14,11.8,2.5
30-Nov-17,940,952,920,922.6,929.2334175,299035,5411,277873315,104679,35.01,32,-17.4
1-Dec-17,925,931.1,908,909.85,917.6892553,312694,6263,286955924,83147,26.59,23.1,-15.15
4-Dec-17,915.75,917.9,898,901.5,902.0196059,452210,5258,407902286,246870,54.59,19.9,-14.25
5-Dec-17,900.35,918.9,895.9,911.5,911.5182243,517058,7224,471307790,208117,40.25,23,11.15
6-Dec-17,913.8,930.5,909.2,927.5,923.3249191,1026271,6618,947581588,553797,53.96,21.3,13.7
7-Dec-17,927.1,933.95,922.8,930.65,927.8231108,473398,4849,439229605,243367,51.41,11.15,3.55
8-Dec-17,937,937,919.65,920.95,924.6461326,365165,4529,337648405,207549,56.84,17.35,-16.05
11-Dec-17,920.8,925.45,913.5,915.9,917.0954572,428087,5909,392596643,273809,63.96,11.95,-4.9
12-Dec-17,913.5,928.95,907.9,915.05,919.5900588,535672,6348,492598646,265135,49.5,21.05,1.55
13-Dec-17,919.75,924.3,912,914,918.6238286,556810,5677,511498934,250067,44.91,12.3,-5.75
14-Dec-17,920,925,909,920.55,915.1228509,1041124,5012,952756363,784233,75.33,16,0.55
15-Dec-17,929.2,933,917.5,919.9,926.1958835,414425,5717,383838729,271104,65.42,15.5,-9.3
18-Dec-17,917,931.25,861.7,919.4,914.8890735,568232,10163,519869248,118703,20.89,69.55,2.4
19-Dec-17,921.5,926.9,920.05,924,921.8706615,529672,3650,488289077,344340,65.01,6.85,2.5
20-Dec-17,925,927,917,918.75,920.5102311,575306,4105,529575059,324942,56.48,10,-6.25
21-Dec-17,920,923.2,911.1,913.05,917.2205409,312577,3500,286702045,131358,42.02,12.1,-6.95
22-Dec-17,916,922,910.2,918.5,917.0572887,295905,4138,271361837,117841,39.82,11.8,2.5
26-Dec-17,923,936.6,918.6,928,924.0982913,404624,4883,373912347,186238,46.03,18,5
27-Dec-17,930.15,936.75,918.35,922.3,929.8727901,390127,4433,362768482,189258,48.51,18.4,-7.85
28-Dec-17,923.2,934.2,918.65,924.4,924.9075651,557798,6860,515911590,207616,37.22,15.55,1.2
29-Dec-17,925.9,932.25,918.1,921.05,924.3084474,913689,5527,844530461,667341,73.04,14.15,-4.85
1-Jan-18,922,923,909.7,911.55,916.2715139,242669,4561,222350692,101598,41.87,13.3,-10.45
2-Jan-18,915,919.2,907.25,911.4,915.4605034,1763025,4599,1613979754,83984,4.76,11.95,-3.6
3-Jan-18,924.45,927.2,913.3,916.35,920.1406249,515755,6497,474567128,218031,42.27,13.9,-8.1
4-Jan-18,919,921.8,916,920.25,918.934284,238922,3185,219553617,111336,46.6,5.8,1.25
5-Jan-18,920.5,925.85,919.45,923,922.6996799,406686,3944,375249042,140413,34.53,6.4,2.5
8-Jan-18,924.1,930.2,923.6,928.45,926.6460287,332558,5671,308163550,186928,56.21,6.6,4.35
9-Jan-18,929.05,943.95,924,940.9,938.2302583,519256,10058,487181691,193633,37.29,19.95,11.85
10-Jan-18,945,946.75,935.4,941.5,941.5209902,352402,5542,331793880,154586,43.87,11.35,-3.5
11-Jan-18,941.75,942.75,935,937.2,939.355317,268912,3289,252603917,146477,54.47,7.75,-4.55
12-Jan-18,942,951.85,938.1,946.75,945.6583654,596333,6957,563927290,288418,48.37,13.75,4.75
15-Jan-18,950.2,957.55,945.2,947.6,951.120201,445379,6628,423608964,220399,49.49,12.35,-2.6
16-Jan-18,949,949,920,923.5,931.1250688,479344,19943,446329215,190272,39.69,29,-25.5
17-Jan-18,925,928.65,908,924.65,921.6850436,360307,6212,332089573,87789,24.37,20.65,-0.35
18-Jan-18,930,930,911,919.3,922.3016798,354147,5722,326630373,136623,38.58,19,-10.7
19-Jan-18,922,932.35,922,929.35,927.024905,600361,6794,556549599,276910,46.12,10.35,7.35
22-Jan-18,948.5,974.5,940.1,971.2,956.7865343,1773742,22829,1697092461,732409,41.29,34.4,22.7
23-Jan-18,975,990,975,981.7,983.9124992,669605,10836,658832729,204445,30.53,15,6.7
24-Jan-18,981.9,981.9,960.5,964.55,967.3366347,441731,7404,427302579,181756,41.15,21.4,-17.35
25-Jan-18,970,971.45,957.25,964.55,964.4398222,421966,7960,406960814,224015,53.09,14.2,-5.45
29-Jan-18,966,976.55,960.1,963.8,968.7348053,418040,5161,404969898,250039,59.81,16.45,-2.2
30-Jan-18,964,964.3,945.55,949.25,953.6326425,694016,5373,661836312,479586,69.1,18.75,-14.75
31-Jan-18,950,964.9,942,961.15,958.7986794,457062,5985,438230442,247419,54.13,22.9,11.15
1-Feb-18,964.4,971.25,938.2,944.1,951.9725321,758632,9362,722196826,110955,14.63,33.05,-20.3
2-Feb-18,938.7,943.25,903,905.7,917.4896983,701244,13805,643384146,286344,40.83,40.25,-33
5-Feb-18,895.8,912,882.7,904.45,901.1943724,386485,8805,348298107,115066,29.77,29.3,8.65
6-Feb-18,880,897.95,872.1,892.75,885.50149,1041277,17149,922052335,478704,45.97,25.85,12.75
7-Feb-18,900.55,905.5,890.55,894,898.374157,374725,7365,336643256,118733,31.69,14.95,-6.55
8-Feb-18,896.35,910,892.05,903.6,903.3117579,417327,6958,376976386,101494,24.32,17.95,7.25
9-Feb-18,891.95,902.25,886.5,897.95,895.8892001,402311,5784,360426080,153639,38.19,15.75,6
12-Feb-18,901.1,918,901.1,914.7,910.3160452,354136,5152,322375683,108700,30.69,16.9,13.6
14-Feb-18,921.65,941.5,920.8,932.4,931.2538056,429100,8212,399601008,96537,22.5,20.7,10.75
15-Feb-18,936.05,945,928.3,934.05,937.6137613,312747,5587,293235891,82005,26.22,16.7,-2
16-Feb-18,937.35,942,918.65,921.7,929.6934246,241125,4569,224172327,54927,22.78,23.35,-15.65
19-Feb-18,920.3,930.6,914.4,925.85,921.8183095,239308,5138,220598496,61200,25.57,16.2,5.55
20-Feb-18,928,930,916,919.4,922.8017219,183167,3405,169026823,49695,27.13,14,-8.6
21-Feb-18,927,931,922,928.35,926.571146,201220,3938,186444646,75227,37.39,9,1.35
22-Feb-18,923.15,930.75,920,923.9,925.2010316,161502,3584,149421817,50352,31.18,10.75,0.75
23-Feb-18,924.2,937,923.75,934,932.125452,204349,4145,190478904,63783,31.21,13.25,9.8
26-Feb-18,936.1,944.75,936.1,938.6,941.3209455,197775,3734,186169750,75481,38.17,8.65,2.5
27-Feb-18,939,955.5,938.6,949.95,949.2128459,342196,6700,324816839,138050,40.34,16.9,10.95
28-Feb-18,944.5,954.9,937,952.45,949.6456511,231622,4695,219958825,66435,28.68,17.9,7.95
1-Mar-18,950.85,958.8,946,947.7,951.0924387,173780,3916,165280844,50666,29.16,12.8,-3.15
5-Mar-18,944.5,949.9,922,924.2,935.0685941,652534,6613,610164050,169752,26.01,27.9,-20.3
6-Mar-18,929.7,936,903.15,910.9,922.4488782,288116,4989,265772281,98084,34.04,32.85,-18.8
7-Mar-18,908.6,909.3,888.3,891.55,898.2944102,337383,8143,303069263,111215,32.96,21,-17.05
8-Mar-18,899.7,913.9,894.3,911.6,905.1557694,312892,7503,283215999,93946,30.03,19.6,11.9
9-Mar-18,915,919,910,912.05,914.2856926,178146,3546,162876339,56249,31.57,9,-2.95
12-Mar-18,918.9,933,916.2,929.35,924.1588867,288520,5429,266638322,105916,36.71,16.8,10.45
13-Mar-18,929.35,935.35,921.6,930.6,929.4805246,196941,3754,183052824,62160,31.56,13.75,1.25
14-Mar-18,926.55,931.2,919.55,928.6,924.4573352,176000,3231,162704491,62237,35.36,11.65,2.05
15-Mar-18,928.7,928.7,910,912.25,918.8016133,344267,4218,316313075,94973,27.59,18.7,-16.45
16-Mar-18,910,910,886.4,900.5,898.5719695,614239,11220,551937948,231580,37.7,23.6,-9.5
19-Mar-18,903.8,906.1,892.35,895.3,898.1375564,271227,4865,243599155,64859,23.91,13.75,-8.5
20-Mar-18,899.1,903.6,887,889.55,894.0641162,285669,5456,255406402,109966,38.49,16.6,-9.55
21-Mar-18,895.8,901.95,892,896.35,897.2611785,254485,3933,228339511,95436,37.5,9.95,0.55
22-Mar-18,896.5,910.6,895.2,907.3,907.2387854,810933,7468,735709870,470988,58.08,15.4,10.8
23-Mar-18,893.4,899.7,890,892.85,894.5654215,416270,6301,372380748,180963,43.47,9.7,-0.55
26-Mar-18,892.85,904.5,892,901.05,898.382345,567273,9791,509628048,374948,66.1,12.5,8.2
27-Mar-18,905.05,910.05,897.5,899.95,903.4315078,300370,3518,271363722,196270,65.34,12.55,-5.1
28-Mar-18,895.05,896,881,882.8,887.8480679,324237,7597,287873194,148827,45.9,15,-12.25
2-April-2018,890.5,901.2,886.4,892.7,894.741046,469960,11393,420492502,266837,56.78,14.8,2.2
3-April-2018,890,901,886.1,898.8,892.1190402,172194,3819,153617546,49256,28.6,14.9,8.8
4-April-2018,905.5,911.15,892.35,895.1,900.8628938,186330,4054,167857783,61876,33.21,18.8,-10.4
5-April-2018,902.55,910,902.55,906.75,906.2285879,465637,5262,421973561,271799,58.37,7.45,4.2
6-April-2018,909.9,917.2,905,909.75,911.158298,421073,5884,383664158,210382,49.96,12.2,-0.15
9-April-2018,912.95,917.75,911.4,916.05,915.3801467,289846,3741,265319274,147982,51.06,6.35,3.1
10-April-2018,918,922.45,913.35,916.45,917.2374836,518840,5209,475899496,300705,57.96,9.1,-1.55
11-April-2018,920.1,931,916.65,929.05,927.6904651,442774,7573,410757218,210096,47.45,14.35,8.95
12-April-2018,930,935.3,923.1,927.55,927.5794736,381070,4237,353472710,212657,55.81,12.2,-2.45
13-April-2018,931.15,941.4,929.1,938.85,935.7334859,723849,9567,677329748,521654,72.07,12.3,7.7
16-April-2018,935,939.9,928.3,937.25,933.0447857,147413,2950,137542931,74326,50.42,11.6,2.25
17-April-2018,938.25,947.5,936.1,943.7,941.8443714,365055,6860,343824997,183393,50.24,11.4,5.45
18-April-2018,945,948.25,934,937,939.4857874,205557,2922,193117880,112215,54.59,14.25,-8
19-April-2018,938.2,943.95,935.1,941.25,940.7532258,366035,3423,344348607,183260,50.07,8.85,3.05
20-April-2018,939,941.6,921.45,928.05,927.1833515,214926,3479,199275809,100231,46.64,20.15,-10.95
23-April-2018,927.3,942.95,926,935.15,935.3148118,159076,3460,148786139,45987,28.91,16.95,7.85
24-April-2018,937.7,974.5,935,969.75,959.9688207,511300,11378,490832058,154076,30.13,39.5,32.05
25-April-2018,972.55,981.45,964.5,970.7,971.4987388,425381,7326,413257105,121573,28.58,16.95,-1.85
26-April-2018,972,988,963.4,975.35,977.8607829,530962,11869,519206917,145526,27.41,24.6,3.35
27-April-2018,988.25,1010.7,988.25,994.75,998.94587,1092703,19151,1091551149,433861,39.71,22.45,6.5
30-April-2018,984.7,992,961,963.1,969.7306802,549488,14823,532855372,153539,27.94,31,-21.6
2-May-18,968.8,978.2,966.25,973,973.4584051,309846,9705,301622193,99902,32.24,11.95,4.2
3-May-18,977,978.8,959.3,962.6,963.4816831,319978,6539,308292942,142283,44.47,19.5,-14.4
4-May-18,963.95,964.5,949.65,953.9,954.60935,179721,6037,171563347,78990,43.95,14.85,-10.05
7-May-18,958,974,956.5,971.85,964.6446729,350888,11165,338482240,166744,47.52,17.5,13.85
8-May-18,973.55,982,965.15,967.65,973.7397395,337704,6241,328835805,128504,38.05,16.85,-5.9
9-May-18,967.65,982.65,962,975.3,975.1970305,333659,5265,325383266,96837,29.02,20.65,7.65
10-May-18,977.1,984,974.5,980.7,980.3372797,319954,8042,313662834,123112,38.48,9.5,3.6
11-May-18,982.8,990.15,977.25,988.5,984.9382347,343688,7210,338511452,140530,40.89,12.9,5.7
14-May-18,993.9,993.9,976.4,984.85,983.6887828,167118,5265,164392102,52045,31.14,17.5,-9.05
15-May-18,980,999.3,977,979.35,991.2025713,305063,7562,302379230,110871,36.34,22.3,-0.65
16-May-18,976.3,976.3,954.4,956.45,961.5391327,1288716,7546,1239150865,299595,23.25,21.9,-19.85
17-May-18,959.9,960.7,942.5,945.15,949.0417592,1414396,6860,1342320868,459082,32.46,18.2,-14.75
18-May-18,946,953.55,931.5,933.4,941.1898442,484887,8371,456370720,265293,54.71,22.05,-12.6
21-May-18,932,935.4,922,931.95,927.5317184,233114,5205,216220629,92122,39.52,13.4,-0.05
22-May-18,933,934.2,924.5,926.9,929.621822,220896,5801,205349742,80243,36.33,9.7,-6.1
23-May-18,927,927.1,909.05,912.25,917.5123662,275631,9609,252894851,118402,42.96,18.05,-14.75
24-May-18,916.7,920.95,910.85,916.05,916.5291927,238484,4963,218577548,80733,33.85,10.1,-0.65
25-May-18,918.05,924.25,915.6,921.75,920.5322441,175102,3836,161187037,72906,41.64,8.65,3.7
28-May-18,923.55,927.15,918.95,921,922.2205184,1353411,4338,1248143394,333915,24.67,8.2,-2.55
29-May-18,920.05,927.9,914.15,917,919.9909051,227379,4026,209186612,63569,27.96,13.75,-3.05
30-May-18,914,922.8,907.1,917.35,916.6644613,482165,5720,441983520,208916,43.33,15.7,3.35
31-May-18,919.35,924,916.5,921.3,921.2848947,2016619,7010,1857880623,815070,40.42,7.5,1.95
1-Jun-18,921.3,934.9,919.1,929.2,928.2975776,2034925,5546,1889015948,1852911,91.06,15.8,7.9
4-Jun-18,934.8,943.75,932,939.35,939.1628812,1868577,8483,1754898159,105184,5.63,11.75,4.55
5-Jun-18,941.25,955,941.2,947.85,949.1476873,289429,6501,274710866,121237,41.89,13.8,6.6
6-Jun-18,948.9,955.4,942.55,953.4,952.2401814,183682,4254,174909381,85289,46.43,12.85,4.5
7-Jun-18,955,975.6,955,971.4,970.5836967,329983,7317,320276120,145324,44.04,20.6,16.4
8-Jun-18,968.9,986.5,960.55,983.4,974.2648167,266305,5951,259451592,94254,35.39,25.95,14.5
11-Jun-18,984.35,999.5,978.2,982.45,993.5117803,832408,7753,827007154,682713,82.02,21.3,-1.9
12-Jun-18,982.2,998,980.45,995.4,990.8923822,243324,5183,241107898,92668,38.08,17.55,13.2
13-Jun-18,999,1004.9,990,1002.1,999.1860768,343686,7975,343406266,125598,36.54,14.9,3.1
14-Jun-18,996.2,1011.7,988.2,1007.5,1002.799912,294056,6461,294879331,108044,36.74,23.5,11.3
15-Jun-18,1007.5,1023.5,999.75,1013.85,1015.999714,412936,13182,419542858,146759,35.54,23.75,6.35
18-Jun-18,1010.8,1018.6,1007.7,1015,1014.042933,292408,5158,296514266,132923,45.46,10.9,4.2
19-Jun-18,1015,1015,993.05,995.65,1002.346722,236423,7261,236977819,94910,40.14,21.95,-19.35
20-Jun-18,996.5,1021.75,996,1019.95,1015.903655,340911,6983,346332731,97011,28.46,25.75,23.45
21-Jun-18,1023,1035.8,1020.4,1032.35,1030.332161,444333,9542,457810580,147825,33.27,15.4,9.35
22-Jun-18,1030,1030,1008.6,1012.3,1011.994751,6655065,8066,6734890846,6219923,93.46,21.4,-17.7
25-Jun-18,1017,1017,1001.95,1003.55,1008.548411,210904,3934,212706894,59013,27.98,15.05,-13.45
26-Jun-18,1003.6,1005.05,975.5,978.7,986.1450905,368880,9260,363769201,133718,36.25,29.55,-24.9
27-Jun-18,980,985.75,960.5,965.3,972.7183861,354116,8206,344455144,126179,35.63,25.25,-14.7
28-Jun-18,965.05,969,941.35,944.7,953.8060902,284818,6887,271661143,102753,36.08,27.65,-20.35
29-Jun-18,952,977.75,949.7,972.95,966.3193142,325103,8350,314153308,91440,28.13,28.05,20.95
2-Jul-18,973,973.5,957.55,961.05,962.4923549,208435,4397,200617094,44981,21.58,15.95,-11.95
3-Jul-18,964,978.25,961,971.6,972.2040523,224859,4442,218608831,48814,21.71,17.25,7.6
4-Jul-18,974.8,992,972,990.05,983.2111695,337151,6750,331490629,100560,29.83,20,15.25
5-Jul-18,998.7,1008.5,960.1,965,986.8664206,1290356,25652,1273409007,339478,26.31,48.4,-33.7
6-Jul-18,965.9,982.45,964.8,976.5,976.9777763,336533,7663,328785262,78509,23.33,17.65,10.6
9-Jul-18,985.5,998.7,983.3,995.65,992.3023948,288087,7756,285869420,96762,33.59,15.4,10.15
10-Jul-18,1001.5,1028.5,1001.5,1025.75,1018.882585,610926,15491,622461862,284106,46.5,27,24.25
11-Jul-18,1025,1038.7,1017,1036.35,1029.927221,405557,10212,417694194,94709,23.35,21.7,11.35
12-Jul-18,1043.15,1098.8,1043.15,1082.2,1080.071254,1370508,31087,1480246294,354404,25.86,55.65,39.05
13-Jul-18,1082.9,1107.25,1080.9,1096.75,1097.389222,874481,18901,959646024,151061,17.27,26.35,13.85
16-Jul-18,1098.05,1108.5,1073,1076.15,1081.98607,446819,10297,483451934,92236,20.64,35.5,-21.9
17-Jul-18,1079,1095,1069.15,1091.7,1085.885691,287860,7215,312583055,65358,22.7,25.85,12.7
18-Jul-18,1097.9,1104.5,1079,1090.55,1091.012233,278593,6239,303948371,68116,24.45,25.5,-7.35
19-Jul-18,1095,1114,1086.8,1103.9,1094.773153,778552,9443,852337828,475172,61.03,27.2,8.9
20-Jul-18,1110.5,1138.25,1110.5,1128.55,1125.243469,446801,12094,502759907,109831,24.58,27.75,18.05
23-Jul-18,1129.7,1130,1114,1120.15,1119.628889,205750,4704,230363644,69915,33.98,16,-9.55
24-Jul-18,1122,1126.1,1107.65,1110.55,1115.066007,305391,5790,340531123,135804,44.47,18.45,-11.45
25-Jul-18,1112.25,1122.3,1104.55,1114.05,1116.138708,265010,5802,295787919,102790,38.79,17.75,1.8
26-Jul-18,1113,1121,1107.7,1110.35,1114.832219,154028,4490,171715377,60309,39.15,13.3,-2.65
27-Jul-18,1117.2,1137,1112.8,1129.6,1127.607317,447361,9677,504447537,132729,29.67,24.2,12.4
30-Jul-18,1136,1157.55,1126.6,1149.7,1143.088598,713184,16271,815232499,166693,23.37,30.95,13.7
31-Jul-18,1150,1190,1145,1185.85,1174.096106,1165189,15180,1368043868,642377,55.13,45,35.85
1-Aug-18,1195,1202.95,1185.95,1191.15,1193.344517,510625,11470,609351544,117387,22.99,17,-3.85
2-Aug-18,1192.35,1194.5,1166,1168.35,1173.96217,280942,8169,329815280,62971,22.41,28.5,-24
3-Aug-18,1175,1183.85,1169.5,1176.75,1176.319454,278816,6056,327976685,75712,27.15,14.35,1.75
6-Aug-18,1180,1196,1174.85,1191.5,1187.699623,267933,5794,318223923,60281,22.5,21.15,11.5
7-Aug-18,1196,1200,1178.3,1183.55,1185.552248,210322,4989,249347720,60982,28.99,21.7,-12.45
8-Aug-18,1188.4,1222,1186,1217.25,1205.056108,477703,13587,575658918,142777,29.89,36,28.85
9-Aug-18,1220,1231.5,1212,1217.95,1222.695549,528555,9232,646261846,295581,55.92,19.5,-2.05
10-Aug-18,1215,1215.3,1201.95,1204,1207.810167,171098,4431,206653904,52765,30.84,13.35,-11
13-Aug-18,1203,1203,1183.05,1187.15,1191.402456,223453,5606,266222453,59977,26.84,19.95,-15.85
14-Aug-18,1187.2,1216.4,1185.25,1210.95,1203.72643,313057,7748,376834985,80767,25.8,31.15,23.75
16-Aug-18,1206.4,1215.7,1196.25,1200.2,1204.831678,323707,6759,390012448,93709,28.95,19.45,-6.2
17-Aug-18,1206,1215,1200.25,1203.45,1208.405919,190969,4483,230768070,44000,23.04,14.75,-2.55
20-Aug-18,1206.5,1238.05,1206.5,1234.9,1225.519727,561333,11226,687924665,232771,41.47,31.55,28.4
21-Aug-18,1236,1251,1227.15,1246.5,1242.41272,427978,8444,531725311,169337,39.57,23.85,10.5
23-Aug-18,1244,1273.55,1238.6,1269.7,1260.235398,364123,10008,458880694,103036,28.3,34.95,25.7
24-Aug-18,1265,1280,1260.9,1278.05,1272.662424,378371,8861,481538554,90844,24.01,19.1,13.05
27-Aug-18,1280.05,1296.2,1280,1291.6,1290.466958,288953,7343,372884299,68974,23.87,16.2,11.55
28-Aug-18,1298.75,1323,1295.5,1318.2,1310.944019,484736,12158,635461760,115900,23.91,27.5,19.45
29-Aug-18,1319,1328.75,1290.3,1294.45,1309.211052,570571,15437,746997859,137151,24.04,38.45,-24.55
30-Aug-18,1300,1300,1270.45,1274.1,1278.05638,1802595,11065,2303818040,1472726,81.7,29.55,-25.9
31-Aug-18,1273.8,1273.8,1237.05,1240.95,1251.350399,1284024,14772,1606763945,900813,70.16,36.75,-32.85
3-Sep-18,1249,1258,1227.5,1230.4,1244.617673,1220847,12950,1519487752,793456,64.99,30.5,-18.6
4-Sep-18,1235,1254.75,1230,1242.35,1241.189098,433632,10816,538219311,65432,15.09,24.75,7.35
5-Sep-18,1245,1252.45,1210,1225.8,1228.889421,1203980,17285,1479558285,596628,49.55,42.45,-19.2
6-Sep-18,1230,1263.8,1226,1260.15,1245.310057,558949,12177,696064811,102255,18.29,37.8,30.15
7-Sep-18,1267.7,1279.9,1254.85,1276.75,1271.423464,430464,10897,547302030,91640,21.29,25.05,9.05
10-Sep-18,1275,1276.75,1251.55,1257.15,1263.687195,343489,9264,434062651,71284,20.75,25.2,-17.85
11-Sep-18,1260,1267.75,1235,1238.45,1252.894718,366025,9979,458590789,82487,22.54,32.75,-21.55
12-Sep-18,1244.45,1257.65,1229.85,1252.7,1243.499809,459285,9593,571120810,62561,13.62,27.8,8.25
14-Sep-18,1261,1275,1248.55,1252.8,1257.863695,294230,7446,370101235,79267,26.94,26.45,-8.2
17-Sep-18,1251.9,1251.9,1220.5,1226.25,1233.111596,371950,10206,458655858,100654,27.06,31.4,-25.65
18-Sep-18,1224,1238.9,1214.25,1217.2,1228.184924,314415,9624,386159763,81647,25.97,24.65,-6.8
19-Sep-18,1225,1227,1201.2,1210.3,1210.645654,861320,13027,1042753315,501202,58.19,25.8,-14.7
21-Sep-18,1220.05,1237.1,1183.2,1216.85,1223.288332,566364,14105,692826473,202323,35.72,53.9,-3.2
24-Sep-18,1216,1239.9,1204.25,1232.3,1224.787549,451884,14400,553461897,192393,42.58,35.65,16.3
25-Sep-18,1233.3,1244.9,1195.75,1230.6,1226.82089,396784,14124,486782900,73170,18.44,49.15,-2.7
26-Sep-18,1235.2,1254.1,1226.8,1251.75,1240.607315,337685,8887,418934481,131410,38.91,27.3,16.55
27-Sep-18,1259.8,1263.25,1238.6,1252.9,1251.819548,389427,9977,487492331,85334,21.91,24.65,-6.9
28-Sep-18,1260,1271.1,1247.65,1258.2,1256.213811,648062,12202,814104435,339361,52.37,23.45,-1.8
1-Oct-18,1258.2,1260,1204.3,1231.55,1227.095173,366797,9965,450094828,66461,18.12,55.7,-26.65
3-Oct-18,1233.1,1239.75,1198.7,1205.3,1216.429484,430421,11873,523576795,130256,30.26,41.05,-27.8
4-Oct-18,1199,1199,1105.05,1120.55,1140.900705,1482416,42726,1691289460,459995,31.03,93.95,-78.45
5-Oct-18,1102.6,1115.55,1039.55,1049.85,1078.781662,1164483,37869,1256222906,271825,23.34,76,-52.75
8-Oct-18,1048.85,1115.35,1025.2,1107.95,1083.820858,1330634,31974,1442168884,276727,20.8,90.15,59.1
9-Oct-18,1121.1,1123.5,1080.75,1090.4,1103.029465,620130,16031,684021662,125017,20.16,42.75,-30.7
10-Oct-18,1095,1114.7,1085.1,1102.35,1101.459998,404719,10879,445781789,67328,16.64,29.6,7.35
11-Oct-18,1067.8,1114.4,1043.05,1089.2,1086.152927,765397,17702,831338192,142520,18.62,71.35,21.4
12-Oct-18,1102.5,1129,1102,1126.4,1121.248509,446104,11160,500193445,104315,23.38,27,23.9
15-Oct-18,1133.3,1146.35,1119.25,1139.8,1137.46652,397762,12777,452440958,75084,18.88,27.1,6.5
16-Oct-18,1146.15,1168,1140.8,1163.65,1155.505976,464449,11757,536673595,118255,25.46,27.2,17.5
17-Oct-18,1180,1180.95,1141,1148.9,1168.24777,1452993,15094,1697455832,898169,61.82,39.95,-31.1
19-Oct-18,1103.9,1110,1073.15,1101.65,1091.483717,1461537,29562,1595243838,655286,44.84,36.85,-2.25
