Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
12-Mar-14,377.75,380.6,376.8,379,379.2391453,59767,1912,22665986,21180,35.44,3.8,1.25,
13-Mar-14,380,383.6,378.5,380.25,381.5160315,93597,2623,35708756,29987,32.04,5.1,0.25,
14-Mar-14,380.5,386.55,378.75,385.85,383.7544083,116258,3008,44614520,50228,43.2,7.8,5.35,
18-Mar-14,388.5,390.9,382.25,385.95,387.4569647,203403,5966,78809909,90068,44.28,8.65,-2.55,
19-Mar-14,386.55,389.5,382,383.65,385.4806684,71334,2149,27497878,18259,25.6,7.5,-2.9,
20-Mar-14,382.45,388.3,379.5,386.9,385.8122477,113719,2826,43874183,34012,29.91,8.8,4.45,
21-Mar-14,388.5,389,383.45,387.5,387.4542457,85533,2069,33140124,27538,32.2,5.55,-1,
22-Mar-14,388,398.9,387.5,394.35,393.3749,72510,1470,28523614,45271,62.43,11.4,6.35,
24-Mar-14,398.05,401.7,390.15,391.2,395.0336762,165369,4151,65326324,66544,40.24,11.55,-6.85,
25-Mar-14,392.85,394.65,388.4,391.2,391.289645,74978,1927,29338115,19207,25.62,6.25,-1.65,
26-Mar-14,392.3,393.5,385.85,387,388.720512,70393,1863,27363203,32621,46.34,7.65,-5.3,
27-Mar-14,387,391.8,383,385.8,386.7611163,111975,2449,43307576,32497,29.02,8.8,-1.2,
28-Mar-14,386,391.55,384.9,386.95,386.7315366,129906,2959,50238747,44274,34.08,6.65,0.95,
31-Mar-14,387.3,389.55,383,383.7,385.0756655,78966,1764,30407885,28918,36.62,6.55,-3.6,
1-April-2014,384,385.1,380.25,382.15,382.4810472,126129,4979,48241952,31351,24.86,4.85,-1.85,
2-April-2014,386,392.4,382.05,389.8,386.5234526,1501091,8607,580206876,1205278,80.29,10.35,3.8,
3-April-2014,390,397.3,389.7,396.25,394.1053494,247728,4887,97630930,86014,34.72,7.6,6.25,
4-April-2014,399.8,406,396.65,404.1,402.1776782,322071,7123,129529767,116421,36.15,9.35,4.3,
7-April-2014,408,409,393.1,396.65,396.5646576,112160,4335,44478692,37797,16.85,15.9,-11.35,
9-April-2014,399,401.65,394,400,399.8508166,124605,3214,49823411,72730,29.18,7.65,1,
10-April-2014,401,402,395.15,397.45,397.1841777,283460,8894,112585827,150219,52.99,6.85,-3.55,
11-April-2014,395,403.4,395,402.05,401.9197423,185328,4431,74486982,88483,47.74,8.4,7.05,
15-April-2014,402,402.75,395.45,400.75,398.3071618,83666,2738,33324767,26015,31.09,7.3,-1.25,
16-April-2014,402,404.05,394.1,396.8,397.1348103,99844,3623,39651528,20858,20.89,9.95,-5.2,
17-April-2014,396,401.5,395,400.6,399.1669176,58460,4332,23335298,20088,34.36,6.5,4.6,
21-April-2014,400.1,404.4,397,399.6,400.0441719,106810,4899,42728718,41302,38.67,7.4,-0.5,
22-April-2014,400,402.5,395.5,397.35,397.9452268,104887,3755,41739281,23363,22.27,7,-2.65,
23-April-2014,398.2,401.8,397.45,399.65,398.8911772,58655,2180,23396962,23349,39.81,4.35,1.45,
25-April-2014,399.45,399.45,392.4,394.25,394.9748494,141110,4143,55734901,78852,55.88,7.05,-5.2,
28-April-2014,394.75,409.3,394.25,406.65,404.6788067,243081,8240,98369729,73614,30.28,15.05,11.9,
29-April-2014,407.3,409.05,397,401.15,401.5519259,328160,7953,131773280,224707,68.47,12.05,-6.15,
30-April-2014,402.55,404.55,393.05,398,398.5818537,97210,4296,38746142,33135,34.09,11.5,-4.55,
2-May-14,398.7,406,398.55,401.5,401.9697633,96836,3535,38925144,27586,28.49,7.45,2.8,
5-May-14,400.05,404,392,392.9,395.725475,140887,4731,55752575,42451,30.13,12,-7.15,
6-May-14,394,395.1,389.3,390.95,392.0017854,85697,3335,33593377,37378,43.62,5.8,-3.05,
7-May-14,392,396.25,381.55,382.85,388.4501044,173933,6288,67564292,76228,43.83,14.7,-9.15,
8-May-14,390.5,394.9,386.25,389.15,390.0032664,262981,7495,102563449,139897,53.2,8.65,-1.35,
9-May-14,388,393.95,385.65,392.55,391.6309224,179656,4586,70358845,95630,53.23,8.3,4.55,
12-May-14,394,394.5,384.6,387.6,387.6109264,252983,8076,98058975,84475,33.39,9.9,-6.4,
13-May-14,392.9,392.9,386.05,390.7,390.0217339,263919,5884,102934146,143659,54.43,6.85,-2.2,
14-May-14,392,396.85,391.05,395.1,394.5810232,202510,6630,79906603,67601,33.38,5.8,3.1,
15-May-14,395,402.45,394.25,398.05,398.491032,209021,5433,83292994,104027,49.77,8.2,3.05,
16-May-14,402.5,425,387.1,388.2,396.7635096,575389,10374,228293359,328115,57.02,37.9,-14.3,
19-May-14,391,394.05,381.9,385.7,385.4176948,565195,8757,217836154,344725,60.99,12.15,-5.3,
20-May-14,384,392.5,380,390.05,386.8408544,251449,6116,97270746,89578,35.62,12.5,6.05,
21-May-14,392,393.9,386.55,389.75,390.5539238,379007,6034,148022671,252127,66.52,7.35,-2.25,
22-May-14,393.8,393.8,384.75,387.4,388.2465493,128234,3076,49786408,58814,45.86,9.05,-6.4,
23-May-14,388,393.4,385,386.95,388.8861697,143055,4406,55632111,52518,36.71,8.4,-1.05,
26-May-14,388.1,390.4,380,382.8,384.1581141,210152,6196,80731596,107110,50.97,10.4,-5.3,
27-May-14,381.3,386.05,377.5,378.2,381.1136007,174506,6587,66506610,80375,46.06,8.55,-3.1,
28-May-14,379,382.45,376.8,379.8,379.8621172,245143,3746,93120539,178716,72.9,5.65,0.8,
29-May-14,380,382.15,371.8,372.95,375.2710419,181994,6072,68297078,69480,38.18,10.35,-7.05,
30-May-14,370,385,368.7,384.15,379.7689735,251456,7523,95495187,87838,34.93,16.3,14.15,
2-Jun-14,388.1,389,381.9,386.05,385.7222749,99044,3397,38203477,28929,29.21,7.1,-2.05,
3-Jun-14,387.25,389.75,384.2,388,388.0167387,98096,3059,38062890,28520,29.07,5.55,0.75,
4-Jun-14,388,391.85,387.45,390.4,389.8952661,160588,3849,62612501,72936,45.42,4.4,2.4,
5-Jun-14,391.8,392,385,387,387.1105794,120366,3244,46594952,43265,35.94,7,-4.8,
6-Jun-14,388.35,397,387,395.55,392.6416423,292155,6941,114712219,98023,33.55,10,7.2,
9-Jun-14,397.5,402,393.75,396.4,398.4417389,323818,5801,129022607,182269,56.29,8.25,-1.1,
10-Jun-14,399.8,409.4,396.3,407.35,404.794265,359788,9716,145640119,135802,37.75,13.1,7.55,
11-Jun-14,408.95,416.7,407.15,411.55,412.6579944,369953,10912,152664063,106749,28.85,9.55,2.6,
12-Jun-14,413,418.5,411.35,415.1,415.6345376,231006,6561,96014072,50947,22.05,7.15,2.1,
13-Jun-14,418,420.5,407.2,414.1,414.0125527,224732,6211,93041869,75054,33.4,13.3,-3.9,
16-Jun-14,413.55,417.9,410.3,413.6,413.2287622,176572,5370,72964629,56490,31.99,7.6,0.05,
17-Jun-14,415.55,416,410.65,412.85,412.7790912,104731,2745,43230767,33476,31.96,5.35,-2.7,
18-Jun-14,421,443.2,418.55,425.15,430.5023332,1422723,37519,612485571,230086,16.17,24.65,4.15,
19-Jun-14,430,430,419.65,425,425.7368502,340175,11900,144825033,102248,30.06,10.35,-5,
20-Jun-14,427.95,437.55,421.6,424.5,430.1335119,331124,11532,142427529,57053,17.23,15.95,-3.45,
23-Jun-14,427.5,429.3,418.5,423.75,422.3835398,143255,6426,60508554,41311,28.84,10.8,-3.75,
24-Jun-14,426.8,429.1,423.5,426.35,426.8543438,144539,4343,61697100,39161,27.09,5.6,-0.45,
25-Jun-14,429.05,430.7,424.25,426.3,427.571345,129848,3644,55519284,28302,21.8,6.45,-2.75,
26-Jun-14,425,431.9,421.6,426.25,424.9963911,180386,5049,76663399,41289,22.89,10.3,1.25,
27-Jun-14,423.9,442.4,423.7,437.3,434.7683133,274513,6304,119349554,85404,31.11,18.7,13.4,
30-Jun-14,442,445,436.3,437.95,440.9359252,310871,8827,137074192,71909,23.13,8.7,-4.05,
1-Jul-14,438.8,441.4,435.2,436.3,438.4962637,145600,3940,63845056,40701,27.95,6.2,-2.5,
2-Jul-14,437,446.15,437,443.5,442.3162636,256008,7001,113236502,68721,26.84,9.15,6.5,
3-Jul-14,444.5,448,443.35,446.5,446.1871681,72507,2500,32351693,24020,33.13,4.65,2,
4-Jul-14,448,452.7,441.6,447.9,448.0479843,191146,6110,85642580,48528,25.39,11.1,-0.1,
7-Jul-14,450,453,444.6,449.3,448.6047856,135782,4165,60912455,41850,30.82,8.4,-0.7,
8-Jul-14,450.45,460.45,437.95,442.2,453.15354,375140,10007,169996019,89520,23.86,22.5,-8.25,
9-Jul-14,445.3,446.55,433.25,436.05,440.9881238,160068,5514,70588087,36167,22.59,13.3,-9.25,
10-Jul-14,436,442.1,425.9,435,433.3118968,137196,6386,59448659,22698,16.54,16.2,-1,
11-Jul-14,433,444.8,430.5,435.75,438.1655202,127344,5284,55797750,27508,21.6,14.3,2.75,
14-Jul-14,437,438.55,429.15,432.65,432.4177435,85744,2768,37077227,20668,24.1,9.4,-4.35,
15-Jul-14,434.25,435.4,427.55,432.95,430.9199369,102082,3616,43989169,23746,23.26,7.85,-1.3,
16-Jul-14,435,436,430,431.8,431.9490524,67540,1944,29173839,29089,43.07,6,-3.2,
17-Jul-14,430.4,440.85,430.4,437.15,437.6906288,101716,3202,44520140,21951,21.58,10.45,6.75,
18-Jul-14,439.95,443.9,439.25,440.95,441.6473143,93959,3796,41496740,16572,17.64,4.65,1,
21-Jul-14,442.75,444,436.1,437.5,439.3228264,65766,1982,28892505,19040,28.95,7.9,-5.25,
22-Jul-14,440,443.3,436.7,440.7,439.1540564,270057,2469,118596627,219175,81.16,6.6,0.7,
23-Jul-14,440.35,447.2,438.3,442,442.9373982,106786,3913,47299513,17723,16.6,8.9,1.65,
24-Jul-14,441.05,443.9,437.85,439.3,440.136867,57523,2205,25317993,14402,25.04,6.05,-1.75,
25-Jul-14,440,445.95,439.3,444.7,443.4182838,116256,3710,51550036,32566,28.01,6.65,4.7,
28-Jul-14,445,446,438,439.75,440.7989356,62194,2305,27415049,18077,29.07,8,-5.25,
30-Jul-14,441,451,439.4,447.7,444.5774127,139583,4869,62055449,43282,31.01,11.6,6.7,
31-Jul-14,448.35,462.65,447.4,456.3,457.4098457,318432,10392,145653932,88523,27.8,15.25,7.95,
1-Aug-14,456.9,460.7,440.35,442.5,451.2656069,208402,6509,94044655,64736,31.06,20.35,-14.4,
4-Aug-14,445,447.3,437.05,440.95,440.6889898,130089,3660,57328790,53124,40.84,10.25,-4.05,
5-Aug-14,443.25,443.35,435.75,440.55,440.5729717,89987,3348,39645840,23496,26.11,7.6,-2.7,
6-Aug-14,440.55,440.6,433.1,435.05,436.2045447,86739,3463,37835946,29344,33.83,7.5,-5.5,
7-Aug-14,436,439.35,432.5,435.1,435.7388395,82053,3058,35753679,8659,10.55,6.85,-0.9,
8-Aug-14,432,437.75,430.35,436.5,433.9705561,64020,2243,27782795,17330,27.07,7.4,4.5,
11-Aug-14,439,442.9,435.25,436.85,439.6358024,52477,2139,23070768,12143,23.14,7.65,-2.15,
12-Aug-14,438.25,445.75,437.55,444.9,442.872855,89103,3809,39461300,34972,39.25,8.2,6.65,
13-Aug-14,445.55,450.5,437.15,439.3,445.0328811,95313,3591,42417419,24007,25.19,13.35,-6.25,
14-Aug-14,442,452,432.9,448,442.4824496,242844,8525,107454208,56342,23.2,19.1,6,
18-Aug-14,446.25,471,442,469.75,461.2914806,557622,14799,257226278,211043,37.85,29,23.5,
19-Aug-14,472,476,465.7,473.95,471.137075,183717,5720,86555890,52862,28.77,10.3,1.95,
20-Aug-14,474,496.4,472.35,491.9,487.4382849,394061,12995,192080418,117597,29.84,24.05,17.9,
21-Aug-14,492,499.7,486.3,492.9,493.3984685,194846,7944,96136718,49514,25.41,13.4,0.9,
22-Aug-14,492,501,491.8,498.1,497.0623323,168484,7136,83747050,45089,26.76,9.2,6.1,
25-Aug-14,496.9,508.1,495.3,505.95,503.9092776,185004,6150,93225232,56553,30.57,12.8,9.05,
26-Aug-14,507,517.1,505.2,511.45,511.6405834,198914,7727,101772475,43300,21.77,11.9,4.45,
27-Aug-14,514,517,508.5,513.15,512.1152156,90092,3252,46137484,13648,15.15,8.5,-0.85,
28-Aug-14,514,515.9,506.95,514.3,511.7801655,98465,3494,50392434,21894,22.24,8.95,0.3,
1-Sep-14,519.8,531.95,515,529.7,525.2127313,186517,5171,97961103,66841,35.84,16.95,9.9,
2-Sep-14,532.1,575.2,532.1,557.4,561.7298194,698977,22525,392636224,119241,17.06,43.1,25.3,
3-Sep-14,560,562.45,550,552.9,555.5186001,295079,8928,163921873,75253,25.5,12.45,-7.1,
4-Sep-14,554,568.9,549.55,551.8,557.5670537,329512,10722,183725035,76964,23.36,19.35,-2.2,
5-Sep-14,554.7,559.3,546,557.3,554.0981656,430833,6413,238723775,268824,62.4,13.3,2.6,
8-Sep-14,561.75,565.4,558.65,563.4,562.3690132,145759,5404,81970345,51558,35.37,6.75,1.65,
9-Sep-14,566,578.8,566,575.2,572.5091217,237456,8291,135945726,56619,23.84,12.8,9.2,
10-Sep-14,578,582.05,575,577.6,578.5220051,143694,5601,83130141,44157,30.73,7.05,-0.4,
11-Sep-14,578,579,566.65,575.8,572.501923,113364,5363,64901108,31749,28.01,12.35,-2.2,
12-Sep-14,576.5,616,576,612.55,601.8770017,593805,21532,357397573,81547,13.73,40,36.05,
15-Sep-14,612.8,634,610.35,629.7,627.9816959,550806,18157,345896086,87019,15.8,23.65,16.9,
16-Sep-14,632.7,639.05,613.6,619.65,626.5968878,394900,12675,247443111,54616,13.83,25.45,-13.05,
17-Sep-14,623,627.8,603.85,609.75,612.3918719,220322,8988,134923402,30306,13.76,23.95,-13.25,
18-Sep-14,612.7,623,606.6,620.25,617.1636747,193127,6359,119190969,50680,26.24,16.4,7.55,
19-Sep-14,622.25,637.25,622,627.8,630.6885742,252227,9616,159076687,56259,22.3,15.25,5.55,
22-Sep-14,626.7,626.7,607.7,613.55,613.6588509,189234,8406,116125119,52926,27.97,19,-13.15,
23-Sep-14,620,625,579,585,598.9939716,302901,12297,181435873,96765,31.95,46,-35,
24-Sep-14,588.1,603,574,600.35,587.5861114,407832,12157,239636419,97202,23.83,29,12.25,
25-Sep-14,606,617,598.55,608.35,610.1045988,261284,10192,159410570,47626,18.23,18.45,2.35,
26-Sep-14,610,616.9,588.15,611.5,605.6641872,298988,11206,181086324,52481,17.55,28.75,1.5,
29-Sep-14,612,621.35,608.3,615.9,616.92145,163030,5721,100576704,32130,19.71,13.05,3.9,
30-Sep-14,615.85,627.5,613.75,625.7,622.225607,131308,5599,81703200,20318,15.47,13.75,9.85,
1-Oct-14,626.05,631,621.25,623.25,625.1931401,83675,3793,52313036,10510,12.56,9.75,-2.8,
7-Oct-14,622.7,629.7,597.05,600.35,611.0324816,265135,12930,162006097,64048,24.16,32.65,-22.35,
8-Oct-14,599.7,603,579.1,585.3,586.5101394,302139,11850,177207587,82977,27.46,23.9,-14.4,
9-Oct-14,590,604.85,587.65,591.3,596.6884357,227693,10321,135861780,64079,28.14,17.2,1.3,
10-Oct-14,589.9,598,580.8,592.15,590.275314,240460,10359,141937602,63159,26.27,17.2,2.25,
13-Oct-14,586.05,587.95,574.3,576.3,578.6133693,190735,10421,110361821,72128,37.82,13.65,-9.75,
14-Oct-14,576,586,571.05,578.25,580.4489056,163785,5301,95068824,20549,12.55,14.95,2.25,
16-Oct-14,580,592.5,575.5,579,584.0440874,172385,5760,100680440,37074,21.51,17,-1,
17-Oct-14,583.75,599.45,577.75,594.1,589.6106837,140775,5571,83002444,29887,21.23,21.7,10.35,
20-Oct-14,598,610.25,598,601.5,604.4366749,109759,4262,66342365,28079,25.58,12.25,3.5,
21-Oct-14,605,610.7,600.3,606.1,605.1031819,167665,5653,101454625,58111,34.66,10.4,1.1,
22-Oct-14,603.35,631,603.35,626.9,620.6297438,157283,6642,97614508,32878,20.9,27.65,23.55,
23-Oct-14,630.6,634,625,628.45,630.1686559,40467,1699,25501035,14321,35.39,9,-2.15,
27-Oct-14,626.05,631.25,622.05,627.15,625.9001865,63258,2676,39593194,10091,15.95,9.2,1.1,
28-Oct-14,627,647.9,625.1,645.45,638.7537389,230881,9169,147476102,55537,24.05,22.8,18.45,
29-Oct-14,650,657.65,648.5,655.6,654.0175006,181308,6333,118578605,35064,19.34,9.15,5.6,
30-Oct-14,656.9,663,647.85,650.55,656.3052855,128863,5518,84573468,26952,20.92,15.15,-6.35,
31-Oct-14,654,671.95,647,667.1,660.927915,152667,5714,100901882,42613,27.91,24.95,13.1,
3-Nov-14,670,670,659.5,662.95,663.5934748,98909,3255,65635367,44393,44.88,10.5,-7.05,
5-Nov-14,664,670.5,651.55,657.6,658.5054661,226486,6023,149142269,97480,43.04,18.95,-6.4,
7-Nov-14,667,667.4,648,650.65,659.1486463,120077,4779,79148592,23294,19.4,19.4,-16.35,
10-Nov-14,651,651.8,640,643.1,643.7869592,199328,3912,128324767,126062,63.24,11.8,-7.9,
11-Nov-14,645,651.4,634.3,638.05,639.4561273,179018,3652,114474157,119521,66.76,17.1,-6.95,
12-Nov-14,640.4,642.85,615.85,618.5,626.4926134,219182,7206,137315904,79872,36.44,27,-21.9,
13-Nov-14,619.5,634.65,619,624.15,627.0537989,191900,7714,120331624,40363,21.03,15.65,4.65,
14-Nov-14,615,629,605.85,608.85,614.2616417,310371,10981,190649000,56213,18.11,23.15,-6.15,
17-Nov-14,608,617.85,606.15,612.95,612.007388,125744,4704,76956257,18928,15.05,11.7,4.95,
18-Nov-14,612,616.7,606,608.2,610.6274985,148190,6714,90488889,39298,26.52,10.7,-3.8,
19-Nov-14,609.5,613.95,593.25,599.25,601.1916655,144747,6927,87020690,55493,38.34,20.7,-10.25,
20-Nov-14,607,624,595.95,618.6,612.7273411,279195,11056,171070410,77570,27.78,28.05,11.6,
21-Nov-14,625,645,624,627.1,634.3832132,330140,13685,209435274,73995,22.41,21,2.1,
24-Nov-14,630.55,633,616.3,617.95,622.0779811,131455,5202,81775261,44553,33.89,16.7,-12.6,
25-Nov-14,615.8,630,607.5,624.1,616.9600964,152317,6900,93973511,39187,25.73,22.5,8.3,
26-Nov-14,631,637.65,624.6,628.35,633.2907253,335234,7167,212300583,195779,58.4,13.05,-2.65,
27-Nov-14,630,641.45,628.35,636.3,635.0549006,320871,6953,203770701,184361,57.46,13.1,6.3,
28-Nov-14,641,647.05,632.4,634.95,638.0304599,170158,5328,108565987,77738,45.69,14.65,-6.05,
1-Dec-14,635,651,630,643.05,642.7150703,155491,6078,99936409,42110,27.08,21,8.05,
2-Dec-14,640.15,651.75,637.4,639.6,643.7707643,125853,5345,81020482,29160,23.17,14.35,-0.55,
3-Dec-14,643,662.4,636.8,641.6,641.5350867,1327282,5874,851497973,1205173,90.8,25.6,-1.4,
4-Dec-14,661.3,667.55,654,658.35,658.9494229,164106,6138,108137554,34617,21.09,13.55,-2.95,
5-Dec-14,659,664.15,645,646.8,654.8852045,138603,5245,90769054,36089,26.04,19.15,-12.2,
8-Dec-14,650,654.7,641.65,650.75,648.9802467,118056,4679,76616012,27971,23.69,13.05,0.75,
9-Dec-14,650.55,652,636.8,639.85,643.7835533,65545,3096,42196793,14964,22.83,15.2,-10.7,
10-Dec-14,639.25,651.9,637.4,649.35,647.1024341,96667,4348,62553451,21587,22.33,14.5,10.1,
11-Dec-14,647.7,650.65,640,642.2,644.257777,82230,3829,52977317,17275,21.01,10.65,-5.5,
12-Dec-14,642,649.9,636.6,639.85,642.9952864,71919,3067,46243578,17696,24.61,13.3,-2.15,
15-Dec-14,641.85,641.85,624.15,631.7,630.3052974,79077,3532,49842652,18000,22.76,17.7,-10.15,
16-Dec-14,636,636,617.45,623.45,624.3963666,79704,3725,49766888,17421,21.86,18.55,-12.55,
17-Dec-14,620,620,598.25,605.25,606.7243764,209387,7625,127040197,29215,13.95,21.75,-14.75,
18-Dec-14,606,628,606,625.1,620.6880531,110740,5891,68734995,25489,23.02,22,19.1,
19-Dec-14,631.6,634.15,616.7,617.6,623.1473872,84105,3584,52409811,24685,29.35,17.45,-14,
22-Dec-14,622,623,614.95,618.4,618.5168639,66681,2457,41243323,29080,43.61,8.05,-3.6,
23-Dec-14,620.55,634.3,612.6,629.65,623.6353891,159987,7329,99773555,26272,16.42,21.7,9.1,
24-Dec-14,635,637.6,621,625.3,629.6217879,100753,3901,63436284,31557,31.32,16.6,-9.7,
26-Dec-14,626.9,630.4,620,622.65,623.6783634,55457,2697,34587331,8492,15.31,10.4,-4.25,
29-Dec-14,625,632,619.6,622.75,624.8570301,73491,3230,45921368,25825,35.14,12.4,-2.25,
30-Dec-14,623.05,629,621.9,625.55,626.0661998,38837,1652,24314533,7921,20.4,7.1,2.5,
31-Dec-14,625.3,629.3,624.05,625.8,626.2667491,38017,2196,23808783,10293,27.07,5.25,0.5,
1-Jan-15,627.1,634.95,627,628.25,630.7120837,55339,2799,34902976,16414,29.66,7.95,1.15,
2-Jan-15,628.05,637.5,628.05,630.15,633.3893798,62014,2775,39279009,15909,25.65,9.45,2.1,
5-Jan-15,630.1,637.5,627.75,632.75,633.1871066,104053,3872,65885018,34061,32.73,9.75,2.65,
6-Jan-15,631,633,610.1,614,619.3299521,100851,5283,62460045,25984,25.76,22.9,-17,
7-Jan-15,615,617.75,604.8,612,611.7677238,64264,3763,39314641,12744,19.83,12.95,-3,
8-Jan-15,615,621.4,614.3,617.95,617.4328242,72020,3646,44467512,13616,18.91,7.1,2.95,
9-Jan-15,622,641,622,632.35,633.4363836,206417,8357,130752038,66498,32.22,19,10.35,
12-Jan-15,631.25,637,626.05,631,631.9368022,68072,3131,43017202,11349,16.67,10.95,-0.25,
13-Jan-15,629,644.9,629,636.3,638.9414351,102792,4281,65678068,24767,24.09,15.9,7.3,
14-Jan-15,636.1,641.55,629,631.1,633.1984734,91836,2695,58150415,40103,43.67,12.55,-5,
15-Jan-15,637,639.5,633.05,637.6,636.82614,84407,3683,53752584,20866,24.72,6.45,0.6,
16-Jan-15,639.9,649.5,639.9,647,645.6028713,86234,3473,55672918,27311,31.67,9.6,7.1,
19-Jan-15,650,660,650,657.4,655.9942167,304150,8746,199520641,149383,49.11,10,7.4,
20-Jan-15,660,666,656.5,658.6,661.1152872,189145,6067,125046651,90591,47.9,9.5,-1.4,
21-Jan-15,662,663.2,640,643,644.9652846,159670,5672,102981607,82711,51.8,23.2,-19,
22-Jan-15,644,656.4,641.55,654.15,651.7478863,217747,5431,141916147,109433,50.26,14.85,10.15,
23-Jan-15,656,684.45,655,674.75,668.1935022,300100,9499,200524870,101281,33.75,29.45,18.75,
27-Jan-15,685,709,683.6,705.95,696.6428831,255443,10748,177952548,50705,19.85,25.4,20.95,
28-Jan-15,705,706.15,693,702.1,699.68489,152972,7784,107032197,29913,19.55,13.15,-2.9,
29-Jan-15,703,711.45,687,695.3,697.2871829,332969,9823,232175016,155281,46.64,24.45,-7.7,
30-Jan-15,696,702.2,690.2,696.05,696.1790681,140427,4970,97762338,47232,33.63,12,0.05,
2-Feb-15,698,706,691.05,695.6,698.2190015,143136,4829,99940275,48573,33.93,14.95,-2.4,
3-Feb-15,695.5,700,673.35,678.05,689.6378759,178356,5199,123001053,90321,50.64,26.65,-17.45,
4-Feb-15,687,688,667.1,677.9,679.2347492,181990,6285,123613932,98151,53.93,20.9,-9.1,
5-Feb-15,676,676,658.1,661.95,666.8020223,96127,5046,64097678,28237,29.37,17.9,-14.05,
6-Feb-15,680.8,682.25,646.05,655.2,669.2630002,211285,12665,141405233,52672,24.93,36.2,-25.6,
9-Feb-15,650,656,626.1,629.65,639.5410049,174845,7593,111820547,55830,31.93,29.9,-20.35,
10-Feb-15,631,641.5,624,639.3,635.3440733,209188,9355,132906356,37496,17.92,17.5,8.3,
11-Feb-15,637.65,640.9,631,636.1,635.8137855,471161,5717,299570659,374219,79.42,9.9,-1.55,
12-Feb-15,640,664.95,633.8,662,655.2417151,1486961,17362,974318876,1090914,73.37,31.15,22,
13-Feb-15,661.8,701.6,660.3,668.1,677.8987712,725406,26541,491751836,105043,14.48,41.3,6.3,
16-Feb-15,669.15,678.9,668,670.4,672.8149296,148122,6631,99658693,27466,18.54,10.9,1.25,
18-Feb-15,677.5,682,668,676.55,674.6076761,132750,5558,89554169,34147,25.72,14,-0.95,
19-Feb-15,682,691.4,672.75,681.45,682.3463067,153006,6967,104403079,26592,17.38,18.65,-0.55,
20-Feb-15,685,689.8,672.15,674.55,681.3902096,141670,6224,96532551,38718,27.33,17.65,-10.45,
23-Feb-15,676.55,682.7,666.1,668.8,675.8072281,186412,7341,125978577,88552,47.5,16.6,-7.75,
24-Feb-15,674.1,680,670.8,677,675.4785468,148696,7144,100440958,53178,35.76,9.2,2.9,
25-Feb-15,678,684.9,671.75,676.2,679.2535586,91328,3303,62034869,37886,41.48,13.15,-1.8,
26-Feb-15,678,680.75,656,659.25,664.9863527,146622,4231,97501629,68177,46.5,24.75,-18.75,
27-Feb-15,664,671.75,656.1,669.2,664.8661354,100146,4511,66583684,23287,23.25,15.65,5.2,
28-Feb-15,674.3,685,663,681.5,673.9554988,125682,5109,84704075,23343,18.57,22,7.2,
2-Mar-15,682,722.95,681.45,715.3,700.9570923,396246,12801,277751444,126797,32,41.5,33.3,
3-Mar-15,720,736.95,714.15,730.6,726.4859062,274979,10702,199768368,72070,26.21,22.8,10.6,
4-Mar-15,733.95,746.5,721.35,724.7,734.2525016,193377,7588,141987546,38544,19.93,25.15,-9.25,
5-Mar-15,725,745.8,724.15,737.85,737.0372339,171618,7885,126488856,31300,18.24,21.65,12.85,
9-Mar-15,736.7,741.75,730.1,733.2,734.5578783,83952,4865,61667603,19078,22.72,11.65,-3.5,
10-Mar-15,739,752.45,725.75,729.7,736.4231067,256869,11366,189164267,81293,31.65,26.7,-9.3,
11-Mar-15,733,736.8,713.05,717.8,718.3287355,264325,7107,189872243,166255,62.9,23.75,-15.2,
12-Mar-15,719.55,727.95,711,719.85,719.4783259,104272,4471,75021444,32630,31.29,16.95,0.3,
13-Mar-15,722.5,727,701,704.15,711.9522805,102914,6549,73269857,35042,34.05,26,-18.35,
16-Mar-15,705,708.6,685,695.35,697.7020458,410704,7374,286549021,275670,67.12,23.6,-9.65,
17-Mar-15,697.55,716,695,710.05,707.9604127,146436,6962,103670891,25892,17.68,21,12.5,
18-Mar-15,712,720.35,708.15,712,713.2549812,173201,6587,123536476,75509,43.6,12.2,0,
19-Mar-15,713.5,726,704.4,709.55,717.0102279,252153,7119,180796280,87717,34.79,21.6,-3.95,
20-Mar-15,711.85,718.2,693.9,700,705.4171114,140351,6259,99005997,34161,24.34,24.3,-11.85,
23-Mar-15,702,712.2,694,701.25,703.2820223,115810,5037,81447091,12130,10.47,18.2,-0.75,
24-Mar-15,705,713.25,697.1,709.9,706.7201831,102903,4678,72723627,20331,19.76,16.15,4.9,
25-Mar-15,712.35,718,705.35,710.1,711.27672,173746,5702,123581485,76701,44.15,12.65,-2.25,
26-Mar-15,712,716.9,697.6,701.15,706.3798286,123095,9623,86951825,39018,31.7,19.3,-10.85,
27-Mar-15,705,707.95,688.25,693.85,697.964344,148811,5572,103864772,49691,33.39,19.7,-11.15,
30-Mar-15,698,709.5,696.55,702.5,703.421255,126897,5672,89262047,49691,39.16,12.95,4.5,
31-Mar-15,704,716.65,700.2,711.2,707.6913587,107889,3938,76352113,29136,27.01,16.45,7.2,
1-April-2015,708.05,716.75,704.6,709.45,711.2272283,126934,4840,90278917,41873,32.99,12.15,1.4,
6-April-2015,712,737.15,712,734.95,727.7720364,406442,10244,295797122,202893,49.92,25.15,22.95,
