Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
21-Sep-16,605,605.2,597.1,600.2,600.9232702,138473,3086,83211648,9949,7.18,8.1,-4.8,
22-Sep-16,605,610.4,604,608.95,607.6450909,208552,4483,126725599,38661,18.54,6.4,3.95,
23-Sep-16,609,617.7,605,611.15,613.1809439,78505,2049,48137770,28727,36.59,12.7,2.15,
26-Sep-16,607,614.35,602,604.2,607.7917276,270780,1753,164577844,216248,79.86,12.35,-2.8,
27-Sep-16,603,610.3,602.85,607.45,607.7733845,66187,1475,40226697,24653,37.25,7.45,4.45,
28-Sep-16,608.9,612.45,603,605.3,607.0342159,58540,1730,35535783,15334,26.19,9.45,-3.6,
29-Sep-16,609,610.55,585.95,600.9,599.5654115,145846,3448,87444217,33854,23.21,24.6,-8.1,
30-Sep-16,601,605,562.05,580.25,575.0689029,851242,14133,489522803,327278,38.45,42.95,-20.75,
3-Oct-16,582.45,591.6,582.45,588.65,586.6739588,146230,3607,85789333,23440,16.03,9.15,6.2,
4-Oct-16,594.85,604,591.15,595.35,596.9682918,203291,3718,121358281,68063,33.48,12.85,0.5,
5-Oct-16,598,600.7,591.05,592.8,594.9002006,254260,4375,151259325,11784,4.63,9.65,-5.2,
6-Oct-16,592.8,596.65,577.1,579.15,590.5885101,140871,3755,83196794,20762,14.74,19.55,-13.65,
7-Oct-16,581.25,582.75,566.1,569.7,572.9307289,374081,6745,214322500,111577,29.83,16.65,-11.55,
10-Oct-16,572.5,583.65,572.5,580.55,579.4158228,125212,2872,72549814,36694,29.31,11.15,8.05,
13-Oct-16,593.5,598.9,580,581.85,588.3637075,351329,5966,206709233,39713,11.3,18.9,-11.65,
14-Oct-16,585,589.8,584.5,586.55,586.8469897,92948,1858,54546254,17041,18.33,5.3,1.55,
17-Oct-16,589.9,591.55,583.45,584.45,586.9343393,170452,3449,100044132,23619,13.86,8.1,-5.45,
18-Oct-16,589.45,592.2,583,591.2,588.7690752,135477,3541,79764668,39442,29.11,9.2,1.75,
19-Oct-16,592,597.9,592,594.9,595.2258153,109966,2957,65454602,27946,25.41,5.9,2.9,
20-Oct-16,598,600.1,593.75,595.05,595.902902,86562,1843,51582547,39970,46.17,6.35,-2.95,
21-Oct-16,594.75,596.5,570.3,582.75,580.0221918,168891,3985,97960528,39321,23.28,26.2,-12,
24-Oct-16,583,593.95,582.25,585.05,586.525322,93476,1971,54826041,24307,26,11.7,2.05,
25-Oct-16,588,593.75,583.2,585.3,587.0813044,59308,1651,34818618,12878,21.71,10.55,-2.7,
26-Oct-16,585.25,585.25,575.1,577.3,579.5878946,81501,2169,47236993,28288,34.71,10.15,-7.95,
27-Oct-16,578,586.55,572,584.6,581.0409947,105282,2710,61173158,13358,12.69,14.55,6.6,
28-Oct-16,585,586.7,573,574.45,576.9815056,61532,1343,35502826,26754,43.48,13.7,-10.55,
30-Oct-16,578,580.1,575.15,577.35,577.8756028,16383,508,9467336,5531,33.76,4.95,-0.65,
1-Nov-16,578,579.2,570.25,571.05,572.783683,73175,1810,41913446,22889,31.28,8.95,-6.95,
2-Nov-16,570,570,556,558.8,561.901261,413322,3484,232246153,302958,73.3,14,-11.2,
3-Nov-16,560.1,563.95,557,559.05,560.3767068,74992,1914,42023770,12023,16.03,6.95,-1.05,
4-Nov-16,565.75,565.75,538.5,544.5,552.4836685,194226,3841,107306693,67251,34.63,27.25,-21.25,
7-Nov-16,549,555.5,544,545.75,548.1245881,100459,1940,55064048,51190,50.96,11.5,-3.25,
8-Nov-16,545.1,550,531.4,536.25,537.7761813,127362,2579,68492250,50770,39.86,18.6,-8.85,
9-Nov-16,512,533,487.35,528.1,520.7603811,253682,8806,132107535,58942,23.23,45.65,16.1,
10-Nov-16,538,572,538,564.25,558.7415154,323880,8246,180965202,78074,24.11,34,26.25,
11-Nov-16,562.05,564.25,546,549.7,553.9032577,94023,3913,52079646,21617,22.99,18.25,-12.35,
15-Nov-16,549,560.05,529,552.75,544.670917,109404,2590,59589177,22693,20.74,31.05,3.75,
16-Nov-16,561.1,562,535,538.65,542.6681609,129385,2168,70213120,52685,40.72,27,-22.45,
17-Nov-16,540,549.2,536.05,544.7,545.1955166,54021,1765,29452007,10698,19.8,13.15,4.7,
18-Nov-16,548,555.9,540,549.75,550.1939859,92749,2454,51029942,19673,21.21,15.9,1.75,
21-Nov-16,550,554,542,544.95,546.0654543,53121,1225,29007543,12387,23.32,12,-5.05,
22-Nov-16,548.25,558.95,544,549.75,551.9820449,89724,2431,49526037,20432,22.77,14.95,1.5,
23-Nov-16,555.5,559,547.85,552.2,552.6424557,132750,3014,73363286,15451,11.64,11.15,-3.3,
24-Nov-16,552,557.9,546,553.65,551.6486379,70184,2215,38716908,13347,19.02,11.9,1.65,
25-Nov-16,550,568.65,549.1,563.35,561.3817357,124133,3175,69685999,23553,18.97,19.55,13.35,
28-Nov-16,570,577,567.8,570.55,573.0490497,167320,3421,95882567,23915,14.29,9.2,0.55,
29-Nov-16,573,573,564.95,569.1,569.0841007,93721,2022,53335131,21006,22.41,8.05,-3.9,
30-Nov-16,569,572.2,564.95,566.55,568.2874883,41793,1381,23750439,10862,25.99,7.25,-2.45,
1-Dec-16,574.6,580,567,568.15,572.0889696,103541,2152,59234664,18331,17.7,13,-6.45,
2-Dec-16,565.05,573,565.05,571.4,570.6313153,87823,1846,50114554,30494,34.72,7.95,6.35,
5-Dec-16,571.4,580.7,571.4,573.2,576.3480502,84982,2364,48979210,16692,19.64,9.3,1.8,
6-Dec-16,577,580,571,574.95,575.4189558,71788,1300,41308176,20690,28.82,9,-2.05,
7-Dec-16,578,578,569,570.4,573.52172,77417,1667,44400331,18014,23.27,9,-7.6,
8-Dec-16,571.85,584.9,571,581.8,578.627116,150996,3492,87370380,38370,25.41,13.9,9.95,
9-Dec-16,583.95,585,576,579.3,580.3414238,70165,1990,40719656,14086,20.08,9,-4.65,
12-Dec-16,578,581.05,572.55,574.35,576.8038153,38005,890,21921429,8313,21.87,8.5,-3.65,
13-Dec-16,574,581,570.6,578.2,576.1262281,38066,1145,21930821,7765,20.4,10.4,4.2,
14-Dec-16,578.55,579.5,565,568.45,571.0397915,71548,1447,40856755,22468,31.4,14.5,-10.1,
15-Dec-16,570,576.2,560,561.6,565.5380369,118845,2669,67211368,29581,24.89,16.2,-8.4,
16-Dec-16,562.5,569.75,561.25,566,565.5615099,45830,1598,25919684,6826,14.89,8.5,3.5,
19-Dec-16,566,573.05,561.75,568.45,569.13627,90328,2465,51408941,20040,22.19,11.3,2.45,
20-Dec-16,573,574.5,561,562,565.9365773,87445,2375,49488324,14239,16.28,13.5,-11,
21-Dec-16,565,567.2,561.8,562.85,564.5860492,110187,2269,62210043,10917,9.91,5.4,-2.15,
22-Dec-16,563,566.2,559.1,560.2,561.1903877,44651,1129,25057712,11738,26.29,7.1,-2.8,
23-Dec-16,563,588.9,552.55,582.75,572.8690116,282193,6547,161659625,29963,10.62,36.35,19.75,
26-Dec-16,584.9,585,548.3,553.95,559.271204,220631,5650,123392565,45256,20.51,36.7,-30.95,
27-Dec-16,553.95,565.65,553.95,562.9,562.8741536,89347,2208,50291117,21354,23.9,11.7,8.95,
28-Dec-16,566.15,572.35,561.15,562.65,566.9354334,56221,1712,31873677,12515,22.26,11.2,-3.5,
29-Dec-16,564.15,567.7,562.35,564.3,564.9489099,53298,1575,30110647,13973,26.22,5.35,0.15,
30-Dec-16,573,573.1,565.75,568.2,570.0472102,81529,1755,46475379,20270,24.86,7.35,-4.8,
2-Jan-17,569.1,572.4,563.35,565.9,568.0170241,52925,1506,30062301,10521,19.88,9.05,-3.2,
3-Jan-17,567,576.7,562.65,574.15,571.0897748,213590,1594,121979065,162281,75.98,14.05,7.15,
4-Jan-17,573.95,576,566,568.1,569.9046916,81231,2717,46293928,14564,17.93,10,-5.85,
5-Jan-17,575,581,569.55,579.65,576.6775013,77160,2145,44496436,23340,30.25,11.45,4.65,
6-Jan-17,580.45,585.45,577.55,582.15,581.9025664,63592,2130,37004348,11468,18.03,7.9,1.7,
9-Jan-17,582.95,588.45,575.5,576.8,581.6442893,84490,1478,49143126,36628,43.35,12.95,-6.15,
10-Jan-17,577,582.55,574.05,575.65,578.4088934,58673,1514,33936985,7163,12.21,8.5,-1.35,
11-Jan-17,576.05,579.4,570,577.85,575.151978,71030,2326,40853045,15815,22.27,9.4,1.8,
12-Jan-17,575,588.45,568.5,586.15,580.6738528,95972,3066,55728431,20150,21,19.95,11.15,
13-Jan-17,588.25,589,579.8,584.4,584.2360488,38115,1388,22268157,6244,16.38,9.2,-3.85,
16-Jan-17,578.75,590.9,578.75,587.3,587.0857341,61854,2443,36313601,16556,26.77,12.15,8.55,
17-Jan-17,590,591.5,581.35,586.5,585.6772731,58895,2225,34493463,11066,18.79,10.15,-3.5,
18-Jan-17,588,595,579.5,581.6,588.6359572,101999,3277,60040279,8174,8.01,15.5,-6.4,
19-Jan-17,581.75,587.55,574.15,579.75,579.6838978,55036,1600,31903483,10109,18.37,13.4,-2,
20-Jan-17,580.25,592.5,574.45,575.85,584.5782318,123345,3086,72104802,18012,14.6,18.05,-4.4,
23-Jan-17,574.9,582.5,573.8,576.85,578.2687217,77437,2529,44779395,11874,15.33,8.7,1.95,
24-Jan-17,576,581.3,574.5,579.8,578.5647045,25176,962,14565945,7795,30.96,6.8,3.8,
25-Jan-17,582.9,587.45,578,584.7,582.2356752,29634,1336,17253972,9843,33.22,9.45,1.8,
27-Jan-17,587,590,579.55,580.25,581.3320108,45116,1284,26227375,18764,41.59,10.45,-6.75,
30-Jan-17,579.8,583.5,577.8,580.95,580.7743664,59539,1974,34578725,19978,33.55,5.7,1.15,
31-Jan-17,582,582,571.5,574.25,577.9036869,26445,822,15282663,9529,36.03,10.5,-7.75,
1-Feb-17,574.8,578.7,566.55,573.25,572.4377698,41933,1088,24004033,6851,16.34,12.15,-1.55,
2-Feb-17,581.5,585.75,567.9,583.95,579.741326,125057,3286,72500711,22989,18.38,17.85,2.45,
3-Feb-17,586,611.35,580.55,608.35,602.2135246,318324,5565,191699018,106145,33.34,30.8,22.35,
6-Feb-17,610,621.9,598.35,601.45,610.685371,282288,6021,172389152,70356,24.92,23.55,-8.55,
7-Feb-17,600.9,607.45,594.5,597.3,600.1315575,110522,2324,66327740,22184,20.07,12.95,-3.6,
8-Feb-17,599,607.7,598.5,602.95,604.0969696,170208,4295,102822137,34427,20.23,9.2,3.95,
9-Feb-17,610,613,584.85,587,598.341197,374719,6669,224209815,84614,22.58,28.15,-23,
10-Feb-17,590,594,577.4,579.35,581.7341614,134040,2803,77975647,42635,31.81,16.6,-10.65,
13-Feb-17,579.35,585.6,575.7,581.3,580.2003094,113784,2885,66017512,21573,18.96,9.9,1.95,
14-Feb-17,582,586.3,574.85,576.75,579.2821073,49864,1388,28885323,12626,25.32,11.45,-5.25,
15-Feb-17,577.05,578,571.15,573.35,574.4445889,51533,1176,29602853,12087,23.45,6.85,-3.7,
16-Feb-17,576.95,585,574.75,583.4,580.4833675,67849,1799,39385216,17569,25.89,10.25,6.45,
17-Feb-17,585,596.25,581.7,592.6,591.9237862,175139,3797,103668940,39274,22.42,14.55,7.6,
20-Feb-17,595,597.45,582.8,593.9,592.1607244,82601,2210,48913068,14274,17.28,14.65,-1.1,
21-Feb-17,595,595,588.75,592.6,591.873613,41998,1026,24857508,9946,23.68,6.25,-2.4,
22-Feb-17,592.6,592.65,585,587.85,589.126807,52158,1497,30727676,11661,22.36,7.65,-4.75,
23-Feb-17,590,595,586,591.6,591.1759875,37139,1345,21955685,12458,33.54,9,1.6,
27-Feb-17,592,595.35,581.8,585.45,587.8362367,81630,2233,47985072,25655,31.43,13.55,-6.55,
28-Feb-17,592,592.2,581.25,583.2,585.7828966,59193,1340,34674247,11824,19.98,10.95,-8.8,
1-Mar-17,586.7,592.7,585,587.35,589.0007089,45139,1319,26586903,10469,23.19,7.7,0.65,
2-Mar-17,592.5,592.5,586.05,587.1,589.1450363,49953,1215,29429562,14991,30.01,6.45,-5.4,
3-Mar-17,586.05,596,585,587.55,589.8767804,78072,1732,46052860,18264,23.39,11,1.5,
6-Mar-17,590.5,594.7,587,589.25,590.3834887,68753,1715,40590636,18007,26.19,7.7,-1.25,
7-Mar-17,589,592,586,587.6,588.3272315,55994,1197,32942795,20063,35.83,6,-1.4,
8-Mar-17,588.65,593,583.9,589.95,589.5111062,108138,2266,63748552,40369,37.33,9.1,1.3,
9-Mar-17,590,593,575,589.6,589.4707965,107607,2322,63431184,42256,39.27,18,-0.4,
10-Mar-17,587,591.5,585.2,587.9,589.2131623,83101,1488,48964203,37854,45.55,6.3,0.9,
14-Mar-17,590,601,589.85,598.55,595.5813413,188373,3099,112191444,85271,45.27,11.15,8.55,
15-Mar-17,601,605,597.7,598.75,601.2798347,133561,2442,80307536,35750,26.77,7.3,-2.25,
16-Mar-17,607.85,607.85,598.2,600,600.9697035,143317,2677,86129175,70561,49.23,9.65,-7.85,
17-Mar-17,605,605,594,596.05,598.045133,64609,1364,38639098,14547,22.52,11,-8.95,
20-Mar-17,597,601.3,594.15,596.55,597.925566,48365,877,28918670,16970,35.09,7.15,-0.45,
21-Mar-17,597,597.75,590.1,591.45,592.6131923,61824,1614,36637718,18891,30.56,7.65,-5.55,
22-Mar-17,591.5,597.7,587.95,594.5,596.5253163,750209,2120,447518661,58113,7.75,9.75,3,
23-Mar-17,595,598.6,583.65,596.55,593.2545037,95421,2092,56608938,15768,16.52,14.95,1.55,
24-Mar-17,592.65,597.75,591.5,593.25,593.721192,212311,1507,126053540,170167,80.15,6.25,0.6,
27-Mar-17,594,595,590.1,592,592.2457285,855375,1960,506592190,123824,14.48,4.9,-2,
28-Mar-17,592.55,595.5,591.3,593.95,593.6983378,31164,925,18502015,7443,23.88,4.2,1.4,
29-Mar-17,594,597.3,591.05,592.4,593.4966411,47783,721,28359050,19947,41.74,6.25,-1.6,
30-Mar-17,593,599.5,592,597.65,593.9187632,106405,1377,63195926,13172,12.38,7.5,4.65,
31-Mar-17,597.6,597.6,589.65,592.3,592.1934113,116048,1848,68722861,58939,50.79,7.95,-5.3,
3-April-2017,595,595,590.5,591.75,591.7408187,75071,863,44422575,45129,60.12,4.5,-3.25,
5-April-2017,598,600.55,590.55,592.65,595.0619313,176599,3473,105087342,34403,19.48,10,-5.35,
6-April-2017,600,600,587.1,588.9,589.027502,64977,1332,38273240,11606,17.86,12.9,-11.1,
7-April-2017,590,593.25,585.1,588.75,589.0686593,83339,1771,49092393,10766,12.92,8.15,-1.25,
10-April-2017,590,594,587.1,588.55,590.4859616,1838960,1326,1085880064,1784448,97.04,6.9,-1.45,
11-April-2017,588.65,591.75,575.25,578.8,585.4703573,1958135,2188,1146429998,1748225,89.28,16.5,-9.85,
12-April-2017,578.85,581,571,577.85,575.5102265,101941,2170,58668088,29987,29.42,10,-1,
13-April-2017,583,583,574.5,576.25,577.3314487,115671,2162,66780506,14783,12.78,8.5,-6.75,
17-April-2017,580,580,573,576.3,576.1346343,26442,703,15234152,5485,20.74,7,-3.7,
18-April-2017,576.3,577.5,573.3,574.7,575.3197909,57572,1095,33122311,15541,26.99,4.2,-1.6,
19-April-2017,574.7,577,572.5,574.95,574.1577062,92704,616,53226716,71822,77.47,4.5,0.25,
20-April-2017,576.25,577,573.25,573.95,574.8711344,48376,641,27809966,25922,53.58,3.75,-2.3,
21-April-2017,574,574,562.2,563.4,566.1554756,56176,1309,31804350,16971,30.21,11.8,-10.6,
24-April-2017,563.75,563.8,554.6,556.1,558.1793147,690830,1564,385607016,638850,92.48,9.2,-7.65,
25-April-2017,557,560.95,550,552.85,555.5403458,51480,1285,28599217,16826,32.68,10.95,-4.15,
26-April-2017,548,561.4,545.75,555.1,550.2909406,121310,3059,66755794,32408,26.72,15.65,7.1,
27-April-2017,559,563.2,555.2,560.9,559.5064509,75338,1520,42152097,21348,28.34,8,1.9,
28-April-2017,561,561,555.9,556.8,556.9713452,92166,736,51333821,8932,9.69,5.1,-4.2,
2-May-17,556.8,558.75,552.5,554.5,555.92046,382952,910,212890852,20004,5.22,6.25,-2.3,
3-May-17,555,558,552,554.3,554.9658762,413084,1777,229247524,371823,90.01,6,-0.7,
4-May-17,556.05,556.05,547.65,549.65,551.0695488,61367,1299,33817485,16126,26.28,8.4,-6.4,
5-May-17,550,552.85,543.4,548.6,549.1977074,359329,1944,197342663,297570,82.81,9.45,-1.4,
8-May-17,550,554,546.1,550.65,550.4223894,89176,1347,49084467,15813,17.73,7.9,0.65,
9-May-17,555,555,545.1,551.55,549.4932592,53406,1361,29346237,12066,22.59,9.9,-3.45,
10-May-17,558,561.7,551.5,559.75,560.5730662,826203,1661,463147149,14929,1.81,10.2,1.75,
11-May-17,564.8,564.9,559.1,561,561.4607261,38066,828,21372564,11429,30.02,5.8,-3.8,
12-May-17,561,570,557,566.6,566.211639,163519,2156,92586361,36661,22.42,13,5.6,
15-May-17,567.05,571.65,561.05,566.25,566.6404797,44946,999,25468223,11357,25.27,10.6,-0.8,
16-May-17,567.05,569.5,563.25,564.4,565.2661665,46918,849,26521158,14378,30.64,6.25,-2.65,
17-May-17,565.5,565.75,559,559.1,559.5046945,281501,911,157501131,243970,86.67,6.75,-6.4,
18-May-17,559,564.75,556.95,558.65,558.8178305,326542,683,182477492,305438,93.54,7.8,-0.35,
19-May-17,560.2,565.3,558.4,563.45,562.6313364,48174,1150,27104202,13454,27.93,6.9,3.25,
22-May-17,565,567.3,551.9,560.55,562.5541607,38395,936,21599267,6536,17.02,15.4,-4.45,
23-May-17,561,561,531,533.15,539.3316017,142831,2834,77033272,33541,23.48,30,-27.85,
24-May-17,533.25,536.3,515.25,520.35,523.2461688,118959,2924,62244841,20369,17.12,21.05,-12.9,
25-May-17,525,527,497.4,504.1,507.2329439,262355,5145,133075099,53646,20.45,29.6,-20.9,
26-May-17,480,504.15,479,491.6,489.918873,1498785,9822,734283058,956584,63.82,25.15,11.6,
29-May-17,492,506,488,504.15,498.5039448,220292,4370,109816431,42557,19.32,18,12.15,
30-May-17,505,517.5,503,511.1,512.2087213,112667,2145,57709020,19155,17,14.5,6.1,
31-May-17,514.9,519,506,514.6,513.1277822,232372,2798,119236529,22213,9.56,13,-0.3,
1-Jun-17,515,530,513.7,515.1,519.9245057,105200,2103,54696058,18721,17.8,16.3,0.1,
2-Jun-17,520,532.7,519,528.65,527.9085866,142758,3254,75363174,27062,18.96,13.7,8.65,
5-Jun-17,528,536.7,527.95,533.9,533.0216357,88511,1819,47178278,18079,20.43,8.75,5.9,
6-Jun-17,534,538.2,523,533.6,529.6258354,60452,1419,32016941,9842,16.28,15.2,-0.4,
7-Jun-17,536,542.95,530.9,539.4,538.4752651,79301,1571,42701627,10904,13.75,12.05,3.4,
8-Jun-17,539.95,555,537.65,548.95,547.590092,171275,3132,93788493,20687,12.08,17.35,9,
9-Jun-17,550,555.05,545.25,550,550.315735,72488,1650,39891287,8645,11.93,9.8,0,
12-Jun-17,553,554.85,545.1,552.25,550.9638879,48571,1160,26760867,7345,15.12,9.75,-0.75,
13-Jun-17,553,554.45,549.2,550.55,551.9129995,58379,1219,32220129,11345,19.43,5.25,-2.45,
14-Jun-17,550.05,553.5,537,539.75,541.1845793,108257,2031,58587019,22835,21.09,16.5,-10.3,
15-Jun-17,545,551.45,537,549.15,545.7672011,70984,1693,38740739,15204,21.42,14.45,4.15,
16-Jun-17,549.95,551.45,534.15,537.05,540.6771966,70814,1514,38287515,13774,19.45,17.3,-12.9,
19-Jun-17,541.8,541.8,524.8,539.15,529.0964878,245544,2485,129916468,164591,67.03,17,-2.65,
20-Jun-17,541.8,549,536,546.2,543.3237638,103523,2007,56246506,13055,12.61,13,4.4,
21-Jun-17,547.85,547.85,536.05,540.85,540.0604888,54010,1107,29168667,8520,15.77,11.8,-7,
22-Jun-17,541,545.55,537.55,538.9,541.1104798,82015,1512,44379176,22668,27.64,8,-2.1,
23-Jun-17,540,543.75,537.7,540.85,540.8260783,45394,911,24550259,14645,32.26,6.05,0.85,
27-Jun-17,544,551.05,533.3,534.35,539.5857152,80925,1527,43665974,24365,30.11,17.75,-9.65,
28-Jun-17,533,538.45,531.9,537.05,535.5221666,28376,587,15195977,5663,19.96,6.55,4.05,
29-Jun-17,539.45,545.45,534.75,544.75,544.6304612,1295071,826,705335116,1273600,98.34,10.7,5.3,
30-Jun-17,544,558,542.25,554.35,551.3845612,86574,1855,47735567,24133,27.88,15.75,10.35,
3-Jul-17,560,570,547.9,551.05,553.5163955,81242,1725,44968779,24187,29.77,22.1,-8.95,
4-Jul-17,555,580.8,543.25,545.95,547.2790938,210277,1200,115080206,164868,78.41,37.55,-9.05,
5-Jul-17,545.95,547.7,542.2,545.7,544.9860443,83192,763,45338479,59181,71.14,5.5,-0.25,
6-Jul-17,542.3,547.75,540.3,542.85,543.6379122,193964,622,105446184,170427,87.87,7.45,0.55,
7-Jul-17,542,552,542,546.05,546.3084487,643008,1119,351280703,593426,92.29,10,4.05,
10-Jul-17,547.15,552.45,546.5,549.45,549.4400776,325354,18746,178762527,178202,54.77,5.95,2.3,
11-Jul-17,549,552.2,536.1,538.15,541.2648579,153588,4788,83131787,45117,29.38,16.1,-10.85,
12-Jul-17,539.2,543.15,537.45,539.2,539.4419916,67042,1120,36165270,10498,15.66,5.7,0,
13-Jul-17,540,544.2,538.9,542.15,541.6047487,52435,1071,28399045,12948,24.69,5.3,2.15,
14-Jul-17,543,550.75,541.75,547.35,547.3780116,110449,2034,60457354,32658,29.57,9,4.35,
17-Jul-17,548,558,546.95,555.9,552.2120719,79921,1351,44133341,26952,33.72,11.05,7.9,
18-Jul-17,556,566.85,555,559.4,561.6118991,191494,3039,107545309,71211,37.19,11.85,3.4,
19-Jul-17,560,569.25,560,568.15,566.8371004,48668,1971,27586828,15367,31.58,9.25,8.15,
20-Jul-17,568.5,576.85,563.3,571.6,572.6852613,80740,2126,46238608,20330,25.18,13.55,3.1,
21-Jul-17,572.05,572.05,560.15,566.1,564.6484573,47320,1092,26719165,12262,25.91,11.9,-5.95,
24-Jul-17,569,575,560.9,569.55,570.1260973,67892,1874,38707001,13908,20.49,14.1,0.55,
25-Jul-17,568.55,571,562.15,564.5,565.8301254,37251,1115,21077738,9755,26.19,8.85,-4.05,
26-Jul-17,566.8,577.05,562.65,574.8,570.6120654,101298,1841,57801861,29206,28.83,14.4,8,
27-Jul-17,576,578.95,566.1,570.45,571.597508,101125,1954,57802798,13137,12.99,12.85,-5.55,
28-Jul-17,570.45,571.2,557.15,565.3,563.9466152,61703,1292,34797198,14978,24.27,14.05,-5.15,
31-Jul-17,568.6,568.6,557,558.65,559.8602598,43037,963,24094706,12368,28.74,11.6,-9.95,
1-Aug-17,560.75,564.9,558.7,561.95,561.6332521,48412,990,27189789,13292,27.46,6.2,1.2,
2-Aug-17,562,569,560.05,565.8,564.4141312,28561,699,16120232,7042,24.66,8.95,3.8,
3-Aug-17,569,575,554,556.9,567.7958766,90460,1844,51362815,13394,14.81,21,-12.1,
4-Aug-17,553,569.9,543.2,567.05,556.9251193,92240,1942,51370773,11972,12.98,26.7,14.05,
7-Aug-17,570,580,562.5,565.15,565.5723481,56864,1030,32160706,9067,15.95,17.5,-4.85,
8-Aug-17,563,580,563,578.25,572.1891386,114810,2367,65693035,25350,22.08,17,15.25,
9-Aug-17,579,579.9,558,561.9,566.6588829,110144,2210,62414076,9708,8.81,21.9,-17.1,
10-Aug-17,561.9,569.5,541.85,548.9,557.9134627,103100,1679,57520878,35237,34.18,27.65,-13,
11-Aug-17,540,563.15,526.3,542.7,545.1507462,309215,7003,168568788,25613,8.28,36.85,2.7,
14-Aug-17,552,575.4,552,570,568.1397073,358843,10322,203872957,86180,24.02,23.4,18,
16-Aug-17,570,594.05,562,590.2,579.9588579,191264,3427,110925251,45921,24.01,32.05,20.2,
17-Aug-17,590.2,592.4,571.1,573.35,580.0306108,112346,1971,65164119,16215,14.43,21.3,-16.85,
18-Aug-17,574.65,575.6,561,565.7,567.1875873,95241,1699,54019513,16402,17.22,14.6,-8.95,
21-Aug-17,565.7,569.9,555.7,560.75,560.1791483,114542,1980,64164040,27256,23.8,14.2,-4.95,
22-Aug-17,564.95,567,558,559.15,562.1754311,75038,1166,42184520,11237,14.98,9,-5.8,
23-Aug-17,560,564.8,557.5,559.6,560.5698774,44299,745,24832685,9703,21.9,7.3,-0.4,
24-Aug-17,563.95,575.65,558,573.4,567.8164796,194556,2677,110472103,69751,35.85,17.65,9.45,
28-Aug-17,574,580.65,570.55,572.75,576.8091414,43582,928,25138496,11607,26.63,10.1,-1.25,
29-Aug-17,577,577,565.2,567.95,568.2635171,47181,943,26811241,9779,20.73,11.8,-9.05,
30-Aug-17,570.8,575.75,565.5,566.85,570.2126302,23816,560,13580184,5595,23.49,10.25,-3.95,
31-Aug-17,566.5,578.8,563.4,571.7,569.1013781,41360,1050,23538033,5612,13.57,15.4,5.2,
1-Sep-17,575,578,566,568.6,571.2834768,56569,2125,32316935,14285,25.25,12,-6.4,
4-Sep-17,570.5,577.2,558.1,561.95,566.5863003,98163,1958,55617811,22304,22.72,19.1,-8.55,
5-Sep-17,563,565.45,557.65,559.85,560.5515613,48903,964,27412653,10890,22.27,7.8,-3.15,
6-Sep-17,560,560.65,554.6,556.65,557.5938413,109893,1285,61275660,58753,53.46,6.05,-3.35,
7-Sep-17,556.65,560.55,551.05,553.25,555.246914,65294,1393,36254292,17252,26.42,9.5,-3.4,
8-Sep-17,555.6,558.25,548,550.65,552.6358853,68223,1219,37702478,23032,33.76,10.25,-4.95,
11-Sep-17,558,558,550.05,551.85,553.2004797,55033,1066,30444282,22428,40.75,7.95,-6.15,
12-Sep-17,555,561.75,543.9,559.4,554.2656042,127882,2370,70880594,34918,27.3,17.85,4.4,
13-Sep-17,560,562.5,552.9,554.3,557.4376964,113926,2343,63506647,14731,12.93,9.6,-5.7,
14-Sep-17,558.6,566.7,555,564.8,562.9884821,111218,1809,62614453,22797,20.5,11.7,6.2,
15-Sep-17,560,565.35,556.5,560.5,560.0496551,50307,863,28174418,9798,19.48,8.85,0.5,
18-Sep-17,562,572.35,560.85,570.05,568.6897156,97011,1421,55169158,19947,20.56,11.5,8.05,
19-Sep-17,570,574.85,564.55,573.5,570.2263079,56348,1442,32131112,17457,30.98,10.3,3.5,
20-Sep-17,574.5,574.5,565.25,568.5,569.3802697,64378,1478,36655563,21938,34.08,9.25,-6,
21-Sep-17,571.9,592.95,571.15,591.45,585.6700736,279823,6079,163883957,76169,27.22,21.8,19.55,
22-Sep-17,594,598.8,581,583.8,591.6274537,168677,2952,99793944,34633,20.53,17.8,-10.2,
25-Sep-17,590,594.4,566.15,576.9,580.4528531,126721,2844,73555566,14707,11.61,28.25,-13.1,
26-Sep-17,580.25,581.45,570.75,578.15,577.3294466,61834,2894,35698589,10067,16.28,10.7,-2.1,
27-Sep-17,579,585,564,569.8,571.2065269,44125,861,25204488,10938,24.79,21,-9.2,
28-Sep-17,567,585,564,581.5,576.47412,68238,1395,39337441,12905,18.91,21,14.5,
29-Sep-17,588,591.4,577.3,584.95,585.6547166,147056,1863,86124040,27660,18.81,14.1,-3.05,
3-Oct-17,586,591,576.9,580.4,584.9659588,122616,1639,71726186,12059,9.83,14.1,-5.6,
4-Oct-17,579.75,587.25,579.75,581.65,584.2865501,70588,956,41243619,10373,14.7,7.5,1.9,
5-Oct-17,586,589.8,582.05,584.95,586.7043389,80643,1972,47313598,23104,28.65,7.75,-1.05,
6-Oct-17,584.95,588.85,582.95,585,585.8681512,31210,533,18284945,6282,20.13,5.9,0.05,
